processo_numero;processo_ocorrencia
8070726722;Deslizamentos de Barreiras
8070726722;Arvores em Risco
8070723822;Deslizamentos de Barreiras
8070723822;Imoveis com Danos/Risco
8070722517;Imoveis com Danos/Risco
8070721718;Muro com Danos
8070721718;Não há Ocorrência para essa Solicitação
8070720922;Imoveis com Danos/Risco
8070720021;Não há Ocorrência para essa Solicitação
8070718422;Não há Ocorrência para essa Solicitação
8070716122;Não há Ocorrência para essa Solicitação
8070715920;Imoveis com Danos/Risco
8070714922;Não há Ocorrência para essa Solicitação
8070712821;Não há Ocorrência para essa Solicitação
8070711022;Não há Ocorrência para essa Solicitação
8070710720;Muro com Danos
8070709721;Não há Ocorrência para essa Solicitação
8070709522;Não há Ocorrência para essa Solicitação
8070705320;Não há Ocorrência para essa Solicitação
8070702417;Deslizamentos de Barreiras
8070695621;Não há Ocorrência para essa Solicitação
8070692721;Não há Ocorrência para essa Solicitação
8070688822;Não há Ocorrência para essa Solicitação
8070681717;Arvores em Risco
8070676118;Não há Ocorrência para essa Solicitação
8070674921;Não há Ocorrência para essa Solicitação
8070672621;Não há Ocorrência para essa Solicitação
8070664321;Não há Ocorrência para essa Solicitação
8070662021;Não há Ocorrência para essa Solicitação
8070653121;Não há Ocorrência para essa Solicitação
8070652518;Muro com Danos
8070647121;Não há Ocorrência para essa Solicitação
8070645921;Não há Ocorrência para essa Solicitação
8070644022;Imoveis com Danos/Risco
8070635321;Não há Ocorrência para essa Solicitação
8070632421;Não há Ocorrência para essa Solicitação
8070631020;Não há Ocorrência para essa Solicitação
8070630121;Não há Ocorrência para essa Solicitação
8070627021;Não há Ocorrência para essa Solicitação
8070626620;Não há Ocorrência para essa Solicitação
8070625622;Não há Ocorrência para essa Solicitação
8070623521;Não há Ocorrência para essa Solicitação
8070617521;Não há Ocorrência para essa Solicitação
8070616017;Imoveis com Danos/Risco
8070615221;Deslizamentos de Barreiras
8070615221;Imoveis com Danos/Risco
8070615022;Deslizamentos de Barreiras
8070613822;Deslizamentos de Barreiras
8070609417;Não há Ocorrência para essa Solicitação
8070609022;Imoveis com Danos/Risco
8070606321;Imoveis com Danos/Risco
8070606321;Arvores em Risco
8070606122;Não há Ocorrência para essa Solicitação
8070603617;Imoveis com Danos/Risco
8070602821;Arvores em Risco
8070599522;Imoveis com Danos/Risco
8070598416;Não há Ocorrência para essa Solicitação
8070592221;Não há Ocorrência para essa Solicitação
8070591817;Não há Ocorrência para essa Solicitação
8070589121;Não há Ocorrência para essa Solicitação
8070584822;Imoveis com Danos/Risco
8070584021;Não há Ocorrência para essa Solicitação
8070579621;Não há Ocorrência para essa Solicitação
8070578822;Não há Ocorrência para essa Solicitação
8070576522;Não há Ocorrência para essa Solicitação
8070575217;Desabamento Parcial Imoveis
8070575021;Não há Ocorrência para essa Solicitação
8070574222;Incendios
8070574222;Não há Ocorrência para essa Solicitação
8070567821;Não há Ocorrência para essa Solicitação
8070563221;Imoveis com Danos/Risco
8070560321;Não há Ocorrência para essa Solicitação
8070555021;Não há Ocorrência para essa Solicitação
8070554122;Não há Ocorrência para essa Solicitação
8070553721;Não há Ocorrência para essa Solicitação
8070548321;Deslizamentos de Barreiras
8070547522;Imoveis com Danos/Risco
8070544821;Não há Ocorrência para essa Solicitação
8070541921;Não há Ocorrência para essa Solicitação
8070539421;Não há Ocorrência para essa Solicitação
8070537320;Imoveis com Danos/Risco
8070537121;Não há Ocorrência para essa Solicitação
8070534221;Deslizamentos de Barreiras
8070532316;Não há Ocorrência para essa Solicitação
8070532021;Imoveis com Danos/Risco
8070530721;Desabamento Total de Obras de Contencao/Drenagem
8070529017;Desabamento Parcial Imoveis
8070527016;Imoveis com Danos/Risco
8070525321;Não há Ocorrência para essa Solicitação
8070522222;Não há Ocorrência para essa Solicitação
8070521821;Imoveis com Danos/Risco
8070519122;Imoveis com Danos/Risco
8070515818;Não há Ocorrência para essa Solicitação
8070515619;Não há Ocorrência para essa Solicitação
8070513521;Imoveis com Danos/Risco
8070513518;Imoveis com Danos/Risco
8070511221;Não há Ocorrência para essa Solicitação
8070509821;Imoveis com Danos/Risco
8070508022;Não há Ocorrência para essa Solicitação
8070506719;Muro com Danos
8070505221;Deslizamentos de Barreiras
8070503120;Deslizamentos de Barreiras
8070502321;Não há Ocorrência para essa Solicitação
8070495920;Não há Ocorrência para essa Solicitação
8070494021;Arvores em Risco
8070494021;Deslizamentos de Barreiras
8070494018;Não há Ocorrência para essa Solicitação
8070493222;Não há Ocorrência para essa Solicitação
8070492821;Deslizamentos de Barreiras
8070490322;Não há Ocorrência para essa Solicitação
8070487421;Imoveis com Danos/Risco
8070483722;Arvores em Risco
8070482221;Não há Ocorrência para essa Solicitação
8070479317;Imoveis com Danos/Risco
8070479022;Não há Ocorrência para essa Solicitação
8070476221;Não há Ocorrência para essa Solicitação
8070471021;Imoveis com Danos/Risco
8070465021;Não há Ocorrência para essa Solicitação
8070463622;Não há Ocorrência para essa Solicitação
8070461521;Não há Ocorrência para essa Solicitação
8070459021;Não há Ocorrência para essa Solicitação
8070457821;Não há Ocorrência para essa Solicitação
8070457116;Imoveis com Danos/Risco
8070454921;Não há Ocorrência para essa Solicitação
8070453022;Imoveis Alagados
8070450321;Muro com Danos
8070450321;Invasao de Terreno de Auxilio Moradia
8070448921;Não há Ocorrência para essa Solicitação
8070444321;Arvores em Risco
8070442021;Não há Ocorrência para essa Solicitação
8070440821;Não há Ocorrência para essa Solicitação
8070434821;Não há Ocorrência para essa Solicitação
8070434017;Imoveis com Danos/Risco
8070431921;Não há Ocorrência para essa Solicitação
8070429222;Não há Ocorrência para essa Solicitação
8070427121;Não há Ocorrência para essa Solicitação
8070427022;Imoveis com Danos/Risco
8070426916;Não há Ocorrência para essa Solicitação
8070424221;Não há Ocorrência para essa Solicitação
8070422117;Imoveis com Danos/Risco
8070421520;Não há Ocorrência para essa Solicitação
8070418417;Não há Ocorrência para essa Solicitação
8070418221;Não há Ocorrência para essa Solicitação
8070413922;Não há Ocorrência para essa Solicitação
8070411821;Muro com Danos
8070411622;Não há Ocorrência para essa Solicitação
8070404121;Deslizamentos de Barreiras
8070400422;Não há Ocorrência para essa Solicitação
8070399821;Não há Ocorrência para essa Solicitação
8070398320;Arvores em Risco
8070394422;Não há Ocorrência para essa Solicitação
8070391920;Imoveis com Danos/Risco
8070390021;Imoveis com Danos/Risco
8070389022;Imoveis com Danos/Risco
8070388621;Não há Ocorrência para essa Solicitação
8070388016;Não há Ocorrência para essa Solicitação
8070386122;Arvores em Risco
8070384922;Não há Ocorrência para essa Solicitação
8070381118;Imoveis com Danos/Risco
8070380916;Imoveis com Danos/Risco
8070380322;Desabamento Total Imoveis
8070377222;Não há Ocorrência para essa Solicitação
8070375121;Não há Ocorrência para essa Solicitação
8070373921;Não há Ocorrência para essa Solicitação
8070373020;Não há Ocorrência para essa Solicitação
8070370021;Não há Ocorrência para essa Solicitação
8070369320;Não há Ocorrência para essa Solicitação
8070369317;Imoveis com Danos/Risco
8070369022;Imoveis com Danos/Risco
8070367722;Não há Ocorrência para essa Solicitação
8070364120;Imoveis com Danos/Risco
8070364120;Invasao de Terreno de Auxilio Moradia
8070364021;Não há Ocorrência para essa Solicitação
8070353821;Não há Ocorrência para essa Solicitação
8070351521;Não há Ocorrência para essa Solicitação
8070349922;Desabamento Parcial Imoveis
8070348421;Imoveis com Danos/Risco
8070342621;Não há Ocorrência para essa Solicitação
8070341120;Imoveis com Danos/Risco
8070337218;Muro com Danos
8070335822;Imoveis com Danos/Risco
8070334520;Não há Ocorrência para essa Solicitação
8070334321;Não há Ocorrência para essa Solicitação
8070332922;Imoveis com Danos/Risco
8070329018;Imoveis com Danos/Risco
8070327721;Deslizamentos de Barreiras
8070322521;Não há Ocorrência para essa Solicitação
8070321722;Imoveis com Danos/Risco
8070315722;Arvores em Risco
8070315017;Imoveis com Danos/Risco
8070313422;Não há Ocorrência para essa Solicitação
8070312021;Imoveis com Danos/Risco
8070311517;Muro com Danos
8070311122;Imoveis com Danos/Risco
8070310721;Não há Ocorrência para essa Solicitação
8070306117;Imoveis com Danos/Risco
8070306021;Não há Ocorrência para essa Solicitação
8070304522;Não há Ocorrência para essa Solicitação
8070302421;Imoveis com Danos/Risco
8070298721;Não há Ocorrência para essa Solicitação
8070297922;Imoveis com Danos/Risco
8070296421;Arvores em Risco
8070295622;Não há Ocorrência para essa Solicitação
8070294118;Elevacao do Nivel do Rio
8070294118;Alagamentos
8070292921;Não há Ocorrência para essa Solicitação
8070289821;Não há Ocorrência para essa Solicitação
8070288118;Não há Ocorrência para essa Solicitação
8070286921;Deslizamentos de Barreiras
8070286918;Não há Ocorrência para essa Solicitação
8070284621;Não há Ocorrência para essa Solicitação
8070284618;Imoveis com Danos/Risco
8070284422;Desabamento Parcial Imoveis
8070281721;Não há Ocorrência para essa Solicitação
8070278621;Não há Ocorrência para essa Solicitação
8070278016;Não há Ocorrência para essa Solicitação
8070275721;Não há Ocorrência para essa Solicitação
8070273617;Imoveis com Danos/Risco
8070273222;Não há Ocorrência para essa Solicitação
8070272821;Não há Ocorrência para essa Solicitação
8070267421;Imoveis com Danos/Risco
8070265121;Não há Ocorrência para essa Solicitação
8070262221;Não há Ocorrência para essa Solicitação
8070259022;Não há Ocorrência para essa Solicitação
8070258521;Não há Ocorrência para essa Solicitação
8070257722;Não há Ocorrência para essa Solicitação
8070255621;Imoveis com Danos/Risco
8070253321;Não há Ocorrência para essa Solicitação
8070252522;Arvores em Risco
8070251021;Não há Ocorrência para essa Solicitação
8070249621;Não há Ocorrência para essa Solicitação
8070248822;Deslizamentos de Barreiras
8070247321;Não há Ocorrência para essa Solicitação
8070245021;Não há Ocorrência para essa Solicitação
8070243821;Imoveis com Danos/Risco
8070241322;Imoveis com Danos/Risco
8070240921;Não há Ocorrência para essa Solicitação
8070238421;Deslizamentos de Barreiras
8070236121;Muro com Danos
8070234020;Arvores em Risco
8070233221;Não há Ocorrência para essa Solicitação
8070233022;Não há Ocorrência para essa Solicitação
8070231021;Não há Ocorrência para essa Solicitação
8070229322;Alagamentos
8070228921;Não há Ocorrência para essa Solicitação
8070228020;Não há Ocorrência para essa Solicitação
8070226820;Não há Ocorrência para essa Solicitação
8070225822;Imoveis com Danos/Risco
8070225819;Imoveis com Danos/Risco
8070225021;Deslizamentos de Barreiras
8070223721;Não há Ocorrência para essa Solicitação
8070222922;Imoveis com Danos/Risco
8070220821;Deslizamentos de Barreiras
8070218321;Deslizamentos de Barreiras
8070205722;Não há Ocorrência para essa Solicitação
8070203422;Não há Ocorrência para essa Solicitação
8070198221;Imoveis com Danos/Risco
8070198022;Imoveis com Danos/Risco
8070196822;Não há Ocorrência para essa Solicitação
8070194522;Imoveis com Danos/Risco
8070192222;Deslizamentos de Barreiras
8070185821;Tombamento de Arvores
8070185622;Não há Ocorrência para essa Solicitação
8070184118;Não há Ocorrência para essa Solicitação
8070183322;Não há Ocorrência para essa Solicitação
8070181022;Não há Ocorrência para essa Solicitação
8070179622;Não há Ocorrência para essa Solicitação
8070176216;Imoveis com Danos/Risco
8070175417;Arvores em Risco
8070175022;Não há Ocorrência para essa Solicitação
8070174820;Não há Ocorrência para essa Solicitação
8070170220;Não há Ocorrência para essa Solicitação
8070168621;Desabamento Parcial Imoveis
8070168621;Muro com Danos
8070166321;Imoveis Alagados
8070163421;Não há Ocorrência para essa Solicitação
8070161121;Não há Ocorrência para essa Solicitação
8070156017;Não há Ocorrência para essa Solicitação
8070155516;Não há Ocorrência para essa Solicitação
8070154717;Não há Ocorrência para essa Solicitação
8070154521;Não há Ocorrência para essa Solicitação
8070153722;Não há Ocorrência para essa Solicitação
8070150021;Não há Ocorrência para essa Solicitação
8070147921;Deslizamentos de Barreiras
8070144021;Imoveis com Danos/Risco
8070144021;Deslizamentos de Barreiras
8070140421;Desabamento Total Imoveis
8070135021;Não há Ocorrência para essa Solicitação
8070132516;Não há Ocorrência para essa Solicitação
8070131322;Não há Ocorrência para essa Solicitação
8070126121;Não há Ocorrência para essa Solicitação
8070123221;Não há Ocorrência para essa Solicitação
8070115819;Imoveis com Danos/Risco
8070115316;Invasao de Terreno de Auxilio Moradia
8070106922;Não há Ocorrência para essa Solicitação
8070106220;Não há Ocorrência para essa Solicitação
8070101918;Não há Ocorrência para essa Solicitação
8070100221;Não há Ocorrência para essa Solicitação
8070097317;Arvores em Risco
8070094420;Não há Ocorrência para essa Solicitação
8070089921;Não há Ocorrência para essa Solicitação
8070088022;Deslizamentos de Barreiras
8070088022;Desabamento Parcial Imoveis
8070088022;Imoveis com Danos/Risco
8070086822;Não há Ocorrência para essa Solicitação
8070085321;Não há Ocorrência para essa Solicitação
8070083220;Não há Ocorrência para essa Solicitação
8070082421;Imoveis com Danos/Risco
8070071417;Arvores em Risco
8070071221;Imoveis com Danos/Risco
8070071022;Imoveis com Danos/Risco
8070069818;Não há Ocorrência para essa Solicitação
8070067322;Não há Ocorrência para essa Solicitação
8070064419;Imoveis com Danos/Risco
8070063822;Não há Ocorrência para essa Solicitação
8070062321;Não há Ocorrência para essa Solicitação
8070059218;Não há Ocorrência para essa Solicitação
8070058820;Muro com Danos
8070058016;Muro com Danos
8070053222;Não há Ocorrência para essa Solicitação
8070052818;Não há Ocorrência para essa Solicitação
8070050717;Imoveis com Danos/Risco
8070048220;Imoveis com Danos/Risco
8070041820;Arvores em Risco
8070041817;Não há Ocorrência para essa Solicitação
8070040822;Deslizamentos de Barreiras
8070038322;Não há Ocorrência para essa Solicitação
8070032920;Imoveis com Danos/Risco
8070032917;Não há Ocorrência para essa Solicitação
8070030617;Imoveis com Danos/Risco
8070019922;Imoveis com Danos/Risco
8070017622;Muro com Danos
8070014921;Não há Ocorrência para essa Solicitação
8070012422;Deslizamentos de Barreiras
8070008722;Imoveis com Danos/Risco
8070004119;Não há Ocorrência para essa Solicitação
8070002021;Não há Ocorrência para essa Solicitação
8070000622;Imoveis com Danos/Risco
8069995316;Imoveis com Danos/Risco
8069989822;Não há Ocorrência para essa Solicitação
8069988321;Imoveis com Danos/Risco
8069984619;Arvores em Risco
8069982521;Não há Ocorrência para essa Solicitação
8069976521;Não há Ocorrência para essa Solicitação
8069973621;Imoveis com Danos/Risco
8069969921;Não há Ocorrência para essa Solicitação
8069968616;Muro com Danos
8069962816;Não há Ocorrência para essa Solicitação
8069960516;Muro com Danos
8069960516;Deslizamentos de Barreiras
8069960022;Não há Ocorrência para essa Solicitação
8069955622;Não há Ocorrência para essa Solicitação
8069954516;Não há Ocorrência para essa Solicitação
8069954516;Deslizamentos de Barreiras
8069951616;Deslizamentos de Barreiras
8069949116;Deslizamentos de Barreiras
8069949017;Imoveis com Danos/Risco
8069947916;Imoveis com Danos/Risco
8069945616;Deslizamentos de Barreiras
8069944817;Imoveis com Danos/Risco
8069943822;Imoveis com Danos/Risco
8069943316;Incendios
8069942321;Não há Ocorrência para essa Solicitação
8069935721;Deslizamentos de Barreiras
8069935522;Não há Ocorrência para essa Solicitação
8069925516;Muro com Danos
8069922022;Não há Ocorrência para essa Solicitação
8069919516;Não há Ocorrência para essa Solicitação
8069915422;Imoveis com Danos/Risco
8069913122;Imoveis com Danos/Risco
8069909618;Imoveis com Danos/Risco
8069908316;Não há Ocorrência para essa Solicitação
8069906721;Imoveis com Danos/Risco
8069906718;Muro com Danos
8069906522;Imoveis Alagados
8069904222;Desabamento Parcial Imoveis
8069903020;Não há Ocorrência para essa Solicitação
8069900722;Não há Ocorrência para essa Solicitação
8069899919;Muro com Danos
8069899021;Imoveis com Danos/Risco
8069891120;Não há Ocorrência para essa Solicitação
8069891021;Não há Ocorrência para essa Solicitação
8069889322;Não há Ocorrência para essa Solicitação
8069886621;Deslizamentos de Barreiras
8069886422;Imoveis com Danos/Risco
8069883721;Não há Ocorrência para essa Solicitação
8069882217;Imoveis com Danos/Risco
8069882018;Imoveis com Danos/Risco
8069881222;Invasao de Terreno de Auxilio Moradia
8069881219;Não há Ocorrência para essa Solicitação
8069879822;Não há Ocorrência para essa Solicitação
8069875620;Não há Ocorrência para essa Solicitação
8069875222;Deslizamentos de Barreiras
8069872322;Não há Ocorrência para essa Solicitação
8069869617;Não há Ocorrência para essa Solicitação
8069868622;Imoveis Alagados
8069865216;Não há Ocorrência para essa Solicitação
8069863016;Não há Ocorrência para essa Solicitação
8069862822;Não há Ocorrência para essa Solicitação
8069861321;Não há Ocorrência para essa Solicitação
8069860522;Não há Ocorrência para essa Solicitação
8069858022;Não há Ocorrência para essa Solicitação
8069855122;Não há Ocorrência para essa Solicitação
8069852222;Não há Ocorrência para essa Solicitação
8069850317;Imoveis com Danos/Risco
8069850022;Não há Ocorrência para essa Solicitação
8069848522;Deslizamentos de Barreiras
8069847919;Incendios
8069846222;Deslizamentos de Barreiras
8069844317;Imoveis com Danos/Risco
8069843319;Não há Ocorrência para essa Solicitação
8069841022;Imoveis com Danos/Risco
8069835022;Não há Ocorrência para essa Solicitação
8069833822;Não há Ocorrência para essa Solicitação
8069828820;Não há Ocorrência para essa Solicitação
8069828621;Arvores em Risco
8069828618;Não há Ocorrência para essa Solicitação
8069828422;Não há Ocorrência para essa Solicitação
8069826321;Arvores em Risco
8069822821;Deslizamentos de Barreiras
8069820521;Não há Ocorrência para essa Solicitação
8069819522;Deslizamentos de Barreiras
8069819522;Arvores em Risco
8069819522;Não há Ocorrência para essa Solicitação
8069817222;Desabamento Parcial Imoveis
8069814322;Alagamentos
8069813921;Não há Ocorrência para essa Solicitação
8069811422;Desabamento Total Imoveis
8069806221;Não há Ocorrência para essa Solicitação
8069806022;Deslizamentos de Barreiras
8069804018;Não há Ocorrência para essa Solicitação
8069801217;Imoveis com Danos/Risco
8069800222;Não há Ocorrência para essa Solicitação
8069799618;Não há Ocorrência para essa Solicitação
8069797517;Não há Ocorrência para essa Solicitação
8069797318;Invasao de Terreno de Auxilio Moradia
8069796522;Imoveis com Danos/Risco
8069796522;Muro com Danos
8069795021;Não há Ocorrência para essa Solicitação
8069794617;Tombamento de Postes
8069794617;Deslizamentos de Barreiras
8069793821;Não há Ocorrência para essa Solicitação
8069793622;Não há Ocorrência para essa Solicitação
8069791717;Não há Ocorrência para essa Solicitação
8069791521;Não há Ocorrência para essa Solicitação
8069791322;Arvores em Risco
8069789220;Não há Ocorrência para essa Solicitação
8069789217;Deslizamentos de Barreiras
8069789217;Muro com Danos
8069789021;Não há Ocorrência para essa Solicitação
8069787622;Não há Ocorrência para essa Solicitação
8069785521;Deslizamentos de Barreiras
8069783417;Muro com Danos
8069773721;Deslizamentos de Barreiras
8069773721;Não há Ocorrência para essa Solicitação
8069766922;Não há Ocorrência para essa Solicitação
8069764622;Imoveis com Danos/Risco
8069764020;Não há Ocorrência para essa Solicitação
8069759421;Não há Ocorrência para essa Solicitação
8069758622;Imoveis com Danos/Risco
8069755921;Não há Ocorrência para essa Solicitação
8069752822;Imoveis com Danos/Risco
8069752021;Deslizamentos de Barreiras
8069750721;Não há Ocorrência para essa Solicitação
8069748022;Arvores em Risco
8069745321;Não há Ocorrência para essa Solicitação
8069745321;Arvores em Risco
8069744522;Não há Ocorrência para essa Solicitação
8069740121;Imoveis com Danos/Risco
8069740022;Imoveis com Danos/Risco
8069738522;Deslizamentos de Barreiras
8069735821;Não há Ocorrência para essa Solicitação
8069735622;Não há Ocorrência para essa Solicitação
8069732722;Não há Ocorrência para essa Solicitação
8069731221;Não há Ocorrência para essa Solicitação
8069728022;Não há Ocorrência para essa Solicitação
8069726722;Imoveis com Danos/Risco
8069725221;Arvores em Risco
8069721522;Não há Ocorrência para essa Solicitação
8069720021;Imoveis com Danos/Risco
8069719022;Não há Ocorrência para essa Solicitação
8069718820;Não há Ocorrência para essa Solicitação
8069717822;Não há Ocorrência para essa Solicitação
8069715721;Não há Ocorrência para essa Solicitação
8069715522;Arvores em Risco
8069712622;Não há Ocorrência para essa Solicitação
8069711121;Não há Ocorrência para essa Solicitação
8069710720;Não há Ocorrência para essa Solicitação
8069710322;Não há Ocorrência para essa Solicitação
8069710322;Arvores em Risco
8069709721;Imoveis com Danos/Risco
8069708220;Muro com Danos
8069707421;Não há Ocorrência para essa Solicitação
8069707222;Deslizamentos de Barreiras
8069705320;Não há Ocorrência para essa Solicitação
8069704322;Não há Ocorrência para essa Solicitação
8069702420;Não há Ocorrência para essa Solicitação
8069701422;Imoveis com Danos/Risco
8069701016;Imoveis com Danos/Risco
8069699121;Não há Ocorrência para essa Solicitação
8069698322;Imoveis Alagados
8069697921;Não há Ocorrência para essa Solicitação
8069696019;Não há Ocorrência para essa Solicitação
8069695621;Não há Ocorrência para essa Solicitação
8069694120;Não há Ocorrência para essa Solicitação
8069694117;Não há Ocorrência para essa Solicitação
8069692522;Imoveis com Danos/Risco
8069691220;Incendios
8069691220;Não há Ocorrência para essa Solicitação
8069690421;Não há Ocorrência para essa Solicitação
8069688819;Imoveis com Danos/Risco
8069688117;Imoveis com Danos/Risco
8069687321;Imoveis com Danos/Risco
8069684421;Deslizamentos de Barreiras
8069682121;Incendios
8069679922;Imoveis com Danos/Risco
8069679021;Imoveis com Danos/Risco
8069679021;Arvores em Risco
8069676320;Não há Ocorrência para essa Solicitação
8069676022;Não há Ocorrência para essa Solicitação
8069675521;Imoveis com Danos/Risco
8069675521;Arvores em Risco
8069675521;Muro com Danos
8069673022;Arvores em Risco
8069671021;Imoveis com Danos/Risco
8069670122;Imoveis com Danos/Risco
8069667022;Deslizamentos de Barreiras
8069665822;Não há Ocorrência para essa Solicitação
8069661816;Incendios
8069661222;Imoveis com Danos/Risco
8069657917;Não há Ocorrência para essa Solicitação
8069655219;Imoveis com Danos/Risco
8069652319;Muro com Danos
8069652319;Imoveis com Danos/Risco
8069650616;Imoveis com Danos/Risco
8069650022;Não há Ocorrência para essa Solicitação
8069648622;Desabamento Parcial Imoveis
8069641122;Não há Ocorrência para essa Solicitação
8069639722;Não há Ocorrência para essa Solicitação
8069637422;Imoveis com Danos/Risco
8069635122;Deslizamentos de Barreiras
8069634721;Não há Ocorrência para essa Solicitação
8069633922;Deslizamentos de Barreiras
8069628522;Não há Ocorrência para essa Solicitação
8069626222;Não há Ocorrência para essa Solicitação
8069623518;Não há Ocorrência para essa Solicitação
8069623322;Deslizamentos de Barreiras
8069619622;Deslizamentos de Barreiras
8069618516;Muro com Danos
8069615417;Não há Ocorrência para essa Solicitação
8069613822;Não há Ocorrência para essa Solicitação
8069613120;Não há Ocorrência para essa Solicitação
8069611920;Imoveis com Danos/Risco
8069611920;Não há Ocorrência para essa Solicitação
8069611522;Imoveis com Danos/Risco
8069609022;Não há Ocorrência para essa Solicitação
8069606122;Não há Ocorrência para essa Solicitação
8069595019;Imoveis com Danos/Risco
8069595019;Invasao de Terreno de Auxilio Moradia
8069590117;Imoveis com Danos/Risco
8069588319;Não há Ocorrência para essa Solicitação
8069583122;Muro com Danos
8069578822;Não há Ocorrência para essa Solicitação
8069576522;Não há Ocorrência para essa Solicitação
8069570921;Não há Ocorrência para essa Solicitação
8069565319;Imoveis com Danos/Risco
8069563417;Não há Ocorrência para essa Solicitação
8069562422;Deslizamentos de Barreiras
8069561819;Arvores em Risco
8069555822;Não há Ocorrência para essa Solicitação
8069552922;Não há Ocorrência para essa Solicitação
8069550017;Imoveis com Danos/Risco
8069549822;Não há Ocorrência para essa Solicitação
8069546922;Imoveis com Danos/Risco
8069546919;Não há Ocorrência para essa Solicitação
8069545421;Muro com Danos
8069544116;Não há Ocorrência para essa Solicitação
8069542322;Não há Ocorrência para essa Solicitação
8069537121;Não há Ocorrência para essa Solicitação
8069537022;Não há Ocorrência para essa Solicitação
8069535921;Não há Ocorrência para essa Solicitação
8069534022;Imoveis com Danos/Risco
8069532822;Imoveis com Danos/Risco
8069530721;Não há Ocorrência para essa Solicitação
8069530522;Arvores em Risco
8069529719;Não há Ocorrência para essa Solicitação
8069527422;Imoveis com Danos/Risco
8069527422;Imoveis Alagados
8069525122;Deslizamentos de Barreiras
8069523922;Não há Ocorrência para essa Solicitação
8069522421;Não há Ocorrência para essa Solicitação
8069521622;Imoveis com Danos/Risco
8069516222;Arvores em Risco
8069516222;Imoveis com Danos/Risco
8069515619;Incendios
8069513518;Não há Ocorrência para essa Solicitação
8069510817;Imoveis com Danos/Risco
8069508516;Imoveis com Danos/Risco
8069501920;Não há Ocorrência para essa Solicitação
8069497021;Não há Ocorrência para essa Solicitação
8069494021;Não há Ocorrência para essa Solicitação
8069490322;Não há Ocorrência para essa Solicitação
8069488021;Deslizamentos de Barreiras
8069487222;Alagamentos
8069484322;Imoveis com Danos/Risco
8069480822;Imoveis com Danos/Risco
8069480021;Não há Ocorrência para essa Solicitação
8069478916;Não há Ocorrência para essa Solicitação
8069478720;Imoveis com Danos/Risco
8069478518;Não há Ocorrência para essa Solicitação
8069475817;Imoveis com Danos/Risco
8069474822;Imoveis com Danos/Risco
8069473321;Não há Ocorrência para essa Solicitação
8069464816;Muro com Danos
8069463020;Não há Ocorrência para essa Solicitação
8069459922;Imoveis com Danos/Risco
8069459922;Desabamento Parcial Imoveis
8069459922;Deslizamentos de Barreiras
8069457017;Imoveis com Danos/Risco
8069455521;Não há Ocorrência para essa Solicitação
8069450321;Imoveis com Danos/Risco
8069449319;Não há Ocorrência para essa Solicitação
8069447417;Não há Ocorrência para essa Solicitação
8069447022;Deslizamentos de Barreiras
8069446621;Imoveis com Danos/Risco
8069445120;Imoveis com Danos/Risco
8069443718;Não há Ocorrência para essa Solicitação
8069442922;Imoveis com Danos/Risco
8069442217;Imoveis com Danos/Risco
8069441421;Deslizamentos de Barreiras
8069434622;Imoveis com Danos/Risco
8069434622;Muro com Danos
8069433121;Arvores em Risco
8069431918;Arvores em Risco
8069431918;Imoveis com Danos/Risco
8069431722;Não há Ocorrência para essa Solicitação
8069429617;Não há Ocorrência para essa Solicitação
8069426322;Arvores em Risco
8069424022;Imoveis com Danos/Risco
8069421517;Imoveis com Danos/Risco
8069418420;Não há Ocorrência para essa Solicitação
8069415520;Não há Ocorrência para essa Solicitação
8069413220;Não há Ocorrência para essa Solicitação
8069412617;Imoveis com Danos/Risco
8069411622;Não há Ocorrência para essa Solicitação
8069409122;Imoveis com Danos/Risco
8069406620;Não há Ocorrência para essa Solicitação
8069406421;Não há Ocorrência para essa Solicitação
8069406222;Imoveis com Danos/Risco
8069404022;Não há Ocorrência para essa Solicitação
8069401022;Não há Ocorrência para essa Solicitação
8069397322;Arvores em Risco
8069395022;Imoveis com Danos/Risco
8069393822;Não há Ocorrência para essa Solicitação
8069392716;Não há Ocorrência para essa Solicitação
8069385917;Imoveis com Danos/Risco
8069385522;Imoveis com Danos/Risco
8069385522;Desabamento Parcial Imoveis
8069381022;Deslizamentos de Barreiras
8069376622;Imoveis com Danos/Risco
8069368322;Imoveis com Danos/Risco
8069366022;Imoveis com Danos/Risco
8069365817;Arvores em Risco
8069360222;Imoveis com Danos/Risco
8069360222;Desabamento Parcial Imoveis
8069356721;Deslizamentos de Barreiras
8069356522;Não há Ocorrência para essa Solicitação
8069352317;Não há Ocorrência para essa Solicitação
8069348222;Arvores em Risco
8069347017;Não há Ocorrência para essa Solicitação
8069345518;Imoveis com Danos/Risco
8069343218;Imoveis com Danos/Risco
8069342422;Não há Ocorrência para essa Solicitação
8069341316;Imoveis com Danos/Risco
8069341316;Arvores em Risco
8069341120;Invasao de Terreno de Auxilio Moradia
8069336621;Não há Ocorrência para essa Solicitação
8069335822;Não há Ocorrência para essa Solicitação
8069334716;Não há Ocorrência para essa Solicitação
8069331816;Não há Ocorrência para essa Solicitação
8069326922;Não há Ocorrência para essa Solicitação
8069326021;Não há Ocorrência para essa Solicitação
8069324017;Imoveis com Danos/Risco
8069324017;Deslizamentos de Barreiras
8069322717;Muro com Danos
