processo_numero,solicitacao_data,solicitacao_hora,solicitacao_descricao,solicitacao_bairro,solicitacao_localidade,solicitacao_endereco,processo_ocorrencia,is_confirmed,latitude,longitude,location_strategy,ground_type
8021633615,2015-07-16,15:54,o usuario informa no local se encontra uma arvore no quintal de sua residencia que atingiu a casa.favor verificar com urgencia.,PINA,PINA,AV CONS  AGUIAR,Arvores em Risco,-1,-8.1010959,-34.8867909,google maps api,HP
8031754015,2015-10-16,15:24,"SE TRATA DE UMA ÁRVORE EM RISCO DE QUEDA POR CIMA DE UMA CASA, USUÁRIO PEDE URGÊNCIA NA SOLICITAÇÃO",PINA,PINA,"RUA SIDEROPOLIS N, 16",Arvores em Risco,-1,-8.0937872,-34.8880223,google maps api,AGUA
8038191817,2017-05-08,12:42,USUÁRIO SOLICITA CORTE DE DOIS PÉS DE MACAIBA QUE TA EM RISCO DE QUEDA,PASSARINHO,ALTO SANTA TEREZA,2TRV DA SUBIDA DO ALTO SANTA TEREZA,Arvores em Risco,-1,-7.988,-34.9265617,google maps api,LVd4
8030272917,2017-04-11,12:55,"USUÁRIA SOLICITA VISTORIA DA ÁRVORE, POIS O TRONCO ESTA AMEAÇANDO CAIR EM CIMA DA CASA NA PARTE DO QUARTO.",PASSARINHO,VILA DA AMIZADE,RUA CHORÃO  N 235,Arvores em Risco,-1,-7.978318700000001,-34.91873320000001,google maps api,LVd4
8020915417,2017-03-14,12:54,USUARIA SOLICITA UMA VISTORIA DE UM ABACATEIRO DE GRANDE PORTE NO LOCAL POIS RISCO DE QUEDA NO LOCAL E SOLICITA URGENCIA,PASSARINHO,ALTO SANTA TEREZA,"RUA DA PAZ, 09",Arvores em Risco,-1,-8.0023049,-34.91936159999999,google maps api,LVd4
8025213817,2017-03-27,16:20,USUÁRIO SOLICITA COLOCAÇÃO DE LONA PLÁSTICA NESSE LOCAL COM URGÊNCIA E CORTE DA ÁRVORE COM RISCO.,PASSARINHO,CGO. DA TELHA,RUA CÓRREGO DA TELHA N 202 M,Arvores em Risco,-1,-7.984116900000001,-34.931205,google maps api,LVd4
8043961416,2016-07-15,16:27,usuario informa que moradores do local citado esta invadindo um terreno interditado pela defesa civil pede urgencia na vistoria.,PASSARINHO,ALTO SANTA TEREZA,RUA VALE DO SENHOR N 18,Invasao de Terreno de Auxilio Moradia,-1,-7.9905853,-34.9215938,google maps api,LVd4
8064160016,2016-10-16,11:02,"SR ROSILDA INFORMA QUE TEM UMA PESSOA INVADINDO UM TERRENO CONDENADO PELA SEDEC, A MESMA SOLICITA UMA AÇÃO DA SEDEC POIS A NOVA CASA COLOCA EM RISCO A SUA.",PASSARINHO,ALTO SO NOS DOIS,"RUA ALTO SO NOS DOIS, N  24",Invasao de Terreno de Auxilio Moradia,-1,-7.9910006,-34.9280696,google maps api,LVd4
8003806816,2016-01-30,10:00,USUÁRIA SOLICITA A VISTORIA EM ARVORE.,PASSARINHO,PASSARINHO ALTO,"RUA PEREIRA BARRETO N,1235",Arvores em Risco,-1,-7.9835467,-34.91714890000001,google maps api,LVd4
8029416415,2015-09-22,16:22,"USUÁRIO INFORMA QUE JÁ FOI NA EMLUR E SOLICITOU, O MEMSO INFORMA QUE SE TRATA DE UM COQUEIRO MUITO ALTO E CORRE RISCO DE QUEDA.",PASSARINHO,PASSARINHO ALTO,"RUA CORREGO DA BICA, 280",Arvores em Risco,-1,-7.9839498,-34.9270372,google maps api,LVd4
8020249815,2015-07-04,18:17,"a usuária informa que por traz da sua  casa tem um rio que transbordou e invadiu sua residencia,favor verificar com urgência.",PASSARINHO,PASSARINHO ALTO,rua coronel pilar,Elevacao do Nivel do Rio,-1,-7.9872346,-34.9184266,google maps api,LVd4
8013378015,2015-05-08,14:13,DESEJA CORTE DE UMA ARVORE DE GRANDE PORTE CONHECIDO COM EMBAUBA COM RISCO.,PASSARINHO,CGO. DA TELHA,RUA CGO DA TELHA,Arvores em Risco,-1,-7.9841697,-34.93133,google maps api,LVd4
8010148415,2015-04-01,13:15,"a usuaria informa que a vizinha da rua esta morando no terreno que foi interditado pela codeci e esta construindo 3 casas nesse terreno,favor verificar.",PASSARINHO,ALTO SANTA TEREZA,RUA Chagas ferreira,Invasao de Terreno de Auxilio Moradia,-1,-7.9964507,-34.9224142,google maps api,LVd4
8015134115,2015-05-26,15:04,"a usuaria informa que no local se encontra um pé de côco com risco de cair,favor verificar com urgencia.a mesma pede colocação de lonas plasticas também.",PASSARINHO,ALTO DA BICA,primeira subida corrego bica,Arvores em Risco,-1,-7.9853767,-34.9286802,google maps api,LVd4
8003164815,2015-02-05,10:50,"USUÁRIO INFORMA QUE TERCEIROS ESTÃO INVADINDO UM TERRENO DESOCUPADO PELA DEFESA CIVIL, O MESMO INFORMA QUE TERCEIROS ESTÃO CONSTRUINDO CASAS PARA ALUGAR NO LOCAL.",PASSARINHO,ALTO DA BICA,RUA ALTO DA BICA,Invasao de Terreno de Auxilio Moradia,-1,-7.9840044,-34.9282865,google maps api,LVd4
8003484215,2015-02-09,11:49,"USUÁRIO RECLAMA DE ÁREA DESABITADA POR CAUSA DO RISCO SENDO INVADIDA, PEDE QUE SEJA REALIZADO PROCEDIMENTO DE VISTORIA",PASSARINHO,ALTO DA BICA,RUA ALTO DA BICA,Invasao de Terreno de Auxilio Moradia,-1,-7.9840044,-34.9282865,google maps api,LVd4
8014628214,2014-09-04,10:31,"USUÁRIO SOLICITA VISTORIA EM TERRENO DE AUXÍLIO MORADIA (DESAPROPRIADO), POIS VIZINHO CONSTRUIU ÁREA LASER. VISTORIAR COM URGÊNCIA.",PASSARINHO,ALTO SANTA TEREZA,AV. CHAGAS FERREIRA  N. 987,Invasao de Terreno de Auxilio Moradia,-1,-8.0033504,-34.9151974,google maps api,LVd4
8053630522,2022-05-25,15:17,Usuário solicita vistoria em sua residência que foi invadida devido as águas do rio de passarinho. moradora perdeu todos os moveis da casa.,PEIXINHOS,PEIXINHOS,RUA CONCRIZ N2000,Transbordamentos de Canais,-1,-8.0194873,-34.87988,google maps api,URBANO
8015470621,2021-02-23,15:04,SRA SOLICITA A COLOCAÇAO DE LONA CAPINAÇAO E A RETIRADA DE UMA ARVORE,PASSARINHO,PASSARINHO ALTO,ALTO SO NOS DOIS N60,Arvores em Risco,-1,-7.9908846,-34.9281356,google maps api,LVd4
8040715020,2020-05-05,10:14,USUÁRIO INFORMA SOBRE ÁRVORE EM FRENTE A SUA CASA QUE ESTÁ INCLINADA E DANIFICANDO A ESTRUTURA DA CASA,PASSARINHO,PASSARINHO ALTO,"RUA SEMPRE LIVRE, 45",Arvores em Risco,-1,-7.9891973,-34.9239684,google maps api,LVd4
8021089020,2020-02-13,15:16,"USUÁRIO SOLICITA UMA VISTORIA COM URGÊNCIA, INFORMA QUE SUA CUNHADA VOLTOU  A MORAR NA  RESIDENCIA QUE JÁ ESTÁ CONDENADA PELA DEFESA CIVIL E ESTÁ COLOCANDO A VIDA DAS 6 CRIANÇAS EM RISCO.",PASSARINHO,ALTO DA TELHA,"RUA DA BETA , N 211",Invasao de Terreno de Auxilio Moradia,-1,-7.9795661,-34.9181994,google maps api,LVd4
8019641120,2020-02-12,09:20,SOLICITA VISTORIA EM 2 COQUEIROS QUE OFERECEM RISCO DE QUEDA. A CASA DO SEU FILHO ESTÁ EM RISCO POIS OS COQUEIROS FICAM MUITO PRÓXIMOS.,PASSARINHO,PASSARINHO ALTO,"RUA NOVA, 2025",Arvores em Risco,-1,-7.982891299999999,-34.915141,google maps api,LVd4
8142062219,2019-11-29,08:54,USUARIO INFORMA QUE ESTAO CONSTRUINDO NA TERRENO QUE FOI CONDENADO PELA SEDEC.,PASSARINHO,ALTO SANTA TEREZA,AV CHAGAS FERREIRA N 05,Invasao de Terreno de Auxilio Moradia,-1,-8.006584199999999,-34.9088195,google maps api,URBANO
8143390319,2019-12-03,10:00,USUÁRIO INFORMA QUE TERCEIROS INVADIRAM TERRENO CONDENADO TIROU LONA E ESTA CONSTRUINDO.,PASSARINHO,ALTO DA BICA,RUA METODIO BARROS N SN,Invasao de Terreno de Auxilio Moradia,-1,-7.9821023,-34.9291962,google maps api,LVd4
8117503919,2019-09-30,20:11,O USUARIO INFORMA QUE O EX MORADOR DA CASA INTERDITADA PELO SEDEC VOLTOU A MORAR NA CASA INTERDITADA.FAVOR VERIFICAR.,PASSARINHO,CGO. DA TELHA,RUA  DA BETA,Invasao de Terreno de Auxilio Moradia,-1,-7.9841697,-34.93133,google maps api,LVd4
8080369219,2019-06-26,11:11,USUÁRIO INFORMA SOBRE VÁRIAS ÁRVORES QUE OFERECEM GRANDE RISCO DE QUEDA. SUA CASA ESTÁ EM RISCO DE DESABAR CASO ALGUMA DAS ÁRVORES CAIAM,PASSARINHO,PASSARINHO ALTO,"RUA LIRIO DOS VALES, 182",Arvores em Risco,-1,-7.981781099999999,-34.916866,google maps api,LVd4
8076100219,2019-06-16,13:39,"usuária solicita lona e capinação, a mesma informa que tem um pé de arvore imbauba e esta pendendo prestes a cair .",PASSARINHO,VILA DA PAIXAO,rua nova 2025,Arvores em Risco,-1,-7.982891299999999,-34.915141,google maps api,LVd4
8098224818,2018-08-08,09:35,"Usuário informa que o terreno do pai, que já foi indenizado pela defesa civil , está sendo invadido. favor verificar",PASSARINHO,VILA DA PAIXAO,Rua nossa senhora da conceição. n 141,Invasao de Terreno de Auxilio Moradia,-1,-7.993955,-34.9255292,google maps api,LVd4
8042754118,2018-04-05,12:44,ARVORE SECA INCLINANDO PARA A RESIDENCIA DO USUARIO ESTA EM RISCO DE QUEDA E VIZINHO INFORMA QUE NAO VAI ARRANCAR/ (VIZINHA DONA OLINA ),PASSARINHO,PASSARINHO ALTO,RUA VARZEA DO GILO  387,Arvores em Risco,-1,-7.9855153,-34.9196208,google maps api,LVd4
8080752417,2017-09-04,14:18,"USUARIO SOLICITA VISTORIA NO TERRENO, QUE FOI INVADIDO POR TERCEIROS, A RESIDENCIA DELE FOI CONDENADO. JA COLOCARAM MADEIRA PARA SEGURAR A LONA.",PASSARINHO,PASSARINHO ALTO,RUA VEREADOR BRAZ BATISTA 182,Invasao de Terreno de Auxilio Moradia,-1,-7.9795355,-34.9153594,google maps api,LVd4
8093272617,2017-10-09,12:39,"USUÁRIA INFORMA QUE EXISTE UM COQUEIRO, UM PÉ DE JAMBO E UM PÉ DE MANGA ONDE NO ANO PASSADO CAIU UM RAIO ONDE ATINGIU O PÉ DE JAMBO. A MESMA SOLICITA VISTORIA E POSSIVEL CORTE POIS ESTA CORRENDO RISCO DE CAIR POR CIMA DA CASA DA VIZINHA.",PASSARINHO,ALTO DA TELHA,"RUA BRUMAL, N  447",Arvores em Risco,-1,-7.9844688,-34.9308063,google maps api,LVd4
8065904117,2017-07-20,16:53,USUARIO SOLICITA VISTORIA EM ARVORE DE GRANDE PORTE DENTRO DA RESIDENCIA.,PASSARINHO,PASSARINHO ALTO,RUA ANDORINHA 35,Arvores em Risco,-1,-7.980347000000001,-34.9145544,google maps api,LVd4
8065989717,2017-07-21,08:04,USUÁRIO INFORMA QUE HÁ UMA ARVORE DE GRANDE PORTE QUE FICA POR TRÁS DA SUA RESIDENCIA ESTA INCLINADA E COM A CHUVA E VENTOS FORTES ELA ESTA COM  GRANDES ESTRALOS A QUALQUER MOMENTO PODE CAIR SOBRE DUAS RESIDENCIAS POIS A ARVORE É MUITO ANTIGA,PASSARINHO,PASSARINHO ALTO,RUA PAPATIVA,Arvores em Risco,-1,-8.0578381,-34.8828969,google maps api,URBANO
8058748422,2022-05-31,13:22,Usuário solicita vistoria em sua residência trata/se de de uma casa do tipo: NORMAL TERREOpossui: Inundação devido as ultimas chuvas e elevação do nivel do rio.imóvel possui cerca de: mais de 30 anos.,PASSARINHO,PASSARINHO ALTO,RUA TETEL 28,Elevacao do Nivel do Rio,-1,-7.9816778,-34.91723229999999,google maps api,LVd4
8058787022,2022-05-31,13:44,SOLICITA VISTORIA NA BEIRA DO RIO. ESTRUTURA COMPROMETIDA EA CASA INUNDADA.,PASSARINHO,PASSARINHO ALTO,RUA BEM TE VI 84A,Imoveis Alagados,-1,-7.9808544,-34.9182364,google maps api,LVd4
8022224522,2022-03-08,09:11,SOLICITA ERRADICAR ARVORE COM RISCO DE CAIR SOBRE CASAS.,PASSARINHO,ALTO DA TELHA,"RUA PRIMAVERA, 32",Arvores em Risco,-1,-8.0561355,-34.8718086,google maps api,URBANO
8024249522,2022-03-14,08:37,solicita vistoria em árvore,PASSARINHO,ALTO DA BICA,"rua alto da bica, 91",Arvores em Risco,-1,-7.983788000000001,-34.9281233,google maps api,LVd4
8005329722,2022-01-17,12:57,USUÁRIA INFORMA QUE ARVORE ESTA COM RISCO DE QUEDA.,PASSARINHO,PASSARINHO ALTO,RUA NOVA N 2025,Arvores em Risco,-1,-7.982891299999999,-34.915141,google maps api,LVd4
8110710021,2021-12-14,16:17,"SOLICITA VISTORIA DE ÁRVORE, INFORMA QUE ESTÁ OFERECENDO RISCO.",PASSARINHO,ALTO SO NOS DOIS,"RUA DA PAZ, N 97",Arvores em Risco,-1,-7.9864327,-34.9215403,google maps api,LVd4
8094305321,2021-10-22,09:04,SOLICITA COLOCAÇÃO DE LONA PLASTICA E CAPINAÇÃO E PÉ DE AROEIRA MUITO GRANDE PARA TIRAR .,PASSARINHO,ALTO DA TELHA,TERCEIRA SUBIDA DA RUA CÓRREGO DO CAROSSEIRO 25,Arvores em Risco,-1,-7.984999699999999,-34.9286749,google maps api,LVd4
8069161121,2021-08-05,15:38,SRA SOLICITA VISTORIA NA RESIDENCIA ONDE TEM UMA ARVORE DA VIZINHA QUE  ESTA OFERECENDO RISCO,PASSARINHO,PASSARINHO ALTO,RUA CHORAO N150,Arvores em Risco,-1,-7.9780971,-34.9178124,google maps api,LVd4
8049797821,2021-06-02,10:22,USUÁRIO SOLICITA VISTORIA,PASSARINHO,PASSARINHO ALTO,"SEGUNDA TRAVESSA DA RUA AGEU, N23",Arvores em Risco,-1,-7.9764595,-34.9174021,google maps api,LVd4
8049934521,2021-06-02,13:58,"SOLICITA VISTORIA DE ÁRVORE , LONAS E CAPINAÇÃO.",PASSARINHO,PASSARINHO ALTO,"AV CHAGAS FERREIRA, N 874 B",Arvores em Risco,-1,-7.992655599999999,-34.9236454,google maps api,LVd4
8041156321,2021-05-10,12:05,USUÁRIA INFORMA QUE ESTAO INVADINDO TERRENO CONDENADO PELA SEDEC,PASSARINHO,ALTO SANTA TEREZA,RUA CHAGAS FERREIRA N 03,Invasao de Terreno de Auxilio Moradia,-1,-8.0065857,-34.9088154,google maps api,URBANO
8044448521,2021-05-15,12:25,USUÁRIA INFORMA QUE TEVE SUA CASA ALAGADA E PEDE UMA VISTORIA.,PASSARINHO,PASSARINHO ALTO,"ESTRADA DE PASSARINHO, 3410",Alagamentos,-1,-7.976926400000001,-34.9191807,google maps api,LVd4
8032315521,2021-04-13,11:38,SOLICITA VISTORIA PARA RETIRADA DE PÉ DE AZEITONA,PASSARINHO,ALTO SANTA TEREZA,RUA SO NOS DOIS 51,Arvores em Risco,-1,-7.990442199999999,-34.9267466,google maps api,LVd4
8032741421,2021-04-14,09:51,USUÁRIA SOLICITA CORTE DAS ÁRVORES QUE ESTÃO EM RISCO,PASSARINHO,CGO. DA BICA,"SÉTIMA SUBIDA DO CÓRREGO DA BICA, 220",Arvores em Risco,-1,-7.984672699999999,-34.9272833,google maps api,LVd4
8009790221,2021-02-08,10:01,"SOLICITA VISTORIA EM ESPAÇO ACIMA DO NÚMERO INFORMADO, QUE HAVIA SIDO INTERDITADO MAS OUTRAS PESSOAS ESTÃO LIMPANDO PARA CONSTRUIR IMÓVEL.",PASSARINHO,CGO. DA TELHA,"RUA COR DA TELHA, 200",Invasao de Terreno de Auxilio Moradia,-1,-7.9841697,-34.93133,google maps api,LVd4
8007258121,2021-01-29,06:29,"USUÁRIO SOLICITA VISTORIA, POIS A FÁBRICA PRÓ PLANTAS, PEGOU FOGO ONTEM A NOITE. O MESMO PEDE QUE SEJA VERIFICADO A ESTRUTURA DO PRÉDIO.",PASSARINHO,ALTO DA BICA,"RUA PEREIRA BARRETO, SN",Incendios,-1,-7.9806425,-34.9196882,google maps api,LVd4
8071455722,2022-06-23,08:40,SOLICITA UMA VISTORIA POIS TEM UM PE DE MANGA E QUER SABER SE E NECESSARIO A RETIRADA,PASSARINHO,CGO. DA BICA,RUA CORREGO DA BICA N.4633,Arvores em Risco,-1,-7.985009799999998,-34.9282226,google maps api,LVd4
8070574222,2022-06-21,16:19,USUARTIO SOLICITOU COLOCAÇÃO DA LONA E NÃO PRECISA DE CAPINAÇÃO.,PASSARINHO,CGO. DA BICA,RUA  CORREGO MANUEL DO CARROCEIRO N  240 PASSARINHO,Incendios,-1,-7.9853767,-34.9286802,google maps api,LVd4
8061463722,2022-06-03,14:32,"USUARIO INFORMA QUE A CASA FICOU ALAGADA ATE O TETO, E QUE GOSTARIA DE UMA VISTORIA NO LOCAL.",PASSARINHO,PASSARINHO ALTO,RUA BEM TE VI N.455,Imoveis Alagados,-1,-7.9869042,-34.9200193,google maps api,LVd4
8068338322,2022-06-15,16:30,SOLICITA VISTORIA EM IMÓVEL ATINGIDO PELA ENCHENTE CAUSADA PELA CHUVAS FORTES. USUÁRIO PERDEU ALGUNS MOVEIS E ELETRODOMÉSTICOS.,PASSARINHO,CGO. DA TELHA,RUA JORNALISTA VALDETE AGRA 86,Imoveis Alagados,-1,-7.9870014,-34.9314611,google maps api,LVd4
8068342022,2022-06-15,16:35,VISTORIA EM IMÓVEL ALAGADO PELAS ULTIMAS CHUVAS. O USUÁRIO PERDEU TUDO.,PASSARINHO,CGO. DA BICA,RUA JORNALISTA VALDETE AGRA 85,Imoveis Alagados,-1,-7.986824700000001,-34.9313656,google maps api,LVd4
8058615422,2022-05-31,12:07,Usuário solicita vistoria em sua residência trata/se de de uma casa do tipo: NORMAL TERREO possui: INUNDAMENTOS DEVIDOS AS FORTES CHUVAS EO NIVEL DO RIU SUBIUimóvel possui cerca de: MAIS DE 18 ANOS.,PASSARINHO,PASSARINHO ALTO,RUA SABIA 53,Imoveis Alagados,-1,-7.981002299999998,-34.9169279,google maps api,LVd4
8052605722,2022-05-25,04:48,"A SOLICITANTE INFORMA QUE SUA CASA ESTA TOTALMENTE ALAGADA,FAVOR VERIFICAR COM URGENCIA.",PASSARINHO,CGO. DA BICA,"AV VEREADOR OTACILIO AZEVEDO, N 4854",Imoveis Alagados,-1,-7.990532699999999,-34.9298696,google maps api,LVd4
8055837622,2022-05-28,10:20,"USUARIO INFORMA O MURO ESTA RACHADO, RISCO DE CAIR SOBRE A CASA. TEM UM PE DE MANGA EMPURRANDO O MURO. SOLICITA VISTORIA.",PASSARINHO,CGO. DA BICA,"RUA ENG ARNULFO FALCÃO, 304",Arvores em Risco,-1,-7.982054700000001,-34.9284891,google maps api,LVd4
8052963022,2022-05-25,09:44,O MESMO INFORMA QUE A AGUA INVADIU A SUA RESIDENCIA,PASSARINHO,PASSARINHO ALTO,RUA SITIO DOS NOBRES N.240,Alagamentos,-1,-7.997350699999999,-34.9238315,google maps api,LVd4
8056443122,2022-05-29,09:05,SOLICITA VISTORIA EM  IMOVEIS ALAGADOS POIS RIO TRANSBORDOU .,PASSARINHO,ALTO SANTA TEREZA,RUA PEREIRA BARRETO  1237 B,Imoveis Alagados,-1,-7.983274799999999,-34.9174625,google maps api,LVd4
8052603422,2022-05-25,04:42,"SOLICITANTE INFORMA QUE SUA MAE E AVO, ESTAO DENTRO DA RESIDENCIA ALAGADA E PEDE UMA EQUIPE COM URGENCIA",PASSARINHO,ALTO SO NOS DOIS,RUA SO NOS DOIS N 7,Alagamentos,-1,-7.9916787,-34.9283579,google maps api,LVd4
8059087122,2022-05-31,16:47,"USUÁRIA PERDEU TUDO COM O ALAGAMENTO, SUA CASA ESTÁ CHEIA DE LAMA E SOLICITA O PROTOCOLO PARA REALIZAR O CADASTRO NA ESCOLA  MARLUCE SANTIAGO.",PASSARINHO,PASSARINHO ALTO,RUA BEM TE VI,Alagamentos,-1,-7.9869042,-34.9200193,google maps api,LVd4
8058856122,2022-05-31,14:27,USUARIA INFORMA QUE PERDEU TUDO NA CASA E GOSTARIA DE UMA VISTORIA NO LOCAL!,PASSARINHO,PASSARINHO ALTO,RUA BELEM N.160,Imoveis Alagados,-1,-7.9772327,-34.9196559,google maps api,LVd4
8058898622,2022-05-31,14:49,SOLICITA VISTORIA EM SUA RESIDÊNCIA DEVIDO AO AUMENTO DO NÍVEL DO RIO.,PASSARINHO,VILA DO TETRA,RUA PEREIRA BARRETO 1239,Imoveis Alagados,-1,-7.978472599999999,-34.9217609,google maps api,LVd4
8058741022,2022-05-31,13:18,Usuário solicita vistoria em sua residência trata/se de de uma casa do tipo: DUPLEX mora no terreopossui: Inundou devido as ultimas chuvas ea elevação do nivel do rio.imóvel possui cerca de: mais de 30 anos.,PASSARINHO,PASSARINHO ALTO,RUA TETEL 27,Elevacao do Nivel do Rio,-1,-7.981407999999999,-34.9173166,google maps api,LVd4
8065388022,2022-06-09,15:23,USUÁRIA INFORMA QUE PERDEU TUDO NA RESIDENCIA E GOSTARIA DE SABER SE TEM CONDIÇÃO DE MORAR NO LOCAL!,PASSARINHO,PASSARINHO ALTO,RUA NOVA VIDA N.11,Imoveis Alagados,-1,-7.984793199999999,-34.916761,google maps api,LVd4
8068570322,2022-06-16,09:58,deseja visita na casa que foi toda alagada.,PASSARINHO,CGO. DA TELHA,rua jornalista valdete agra n 91,Imoveis Alagados,-1,-7.986840099999998,-34.9312616,google maps api,LVd4
8073844022,2022-06-29,19:31,"USUÁRIO GOSTARIA DA COLOCAÇÃO DE UMA LONA, PRECISA DE CAPINAÇÃO NO LOCAL!USUARIO GOSTARIA DA RETIRADA DAS ARVORES NO LOCAL!",PASSARINHO,CGO. DA BICA,SUBIDA DO CADINHO N.15,Arvores em Risco,-1,-7.9853767,-34.9286802,google maps api,LVd4
8063756122,2022-06-07,15:46,USUÁRIA INFORMA QUE SEMANA  PASSADA SUA CASA FOI ALAGADA E MORA NA BEIRA DO RIO O PISO CEDEU ESTÁ RACHADO E OCO E TEME EM FICAR NA CASA. A USUÁRIA SOLICITA UMA VISTORIA86061105,PASSARINHO,VILA DO TETRA,RUA CORONEL PILAR,Alagamentos,-1,-7.9872346,-34.9184266,google maps api,LVd4
8064392322,2022-06-08,12:07,SOLICITA UMA VISTORIA E ESTA COM A RAIZ EXPOSTA,PASSARINHO,ALTO DA TELHA,RUA DA PRIMAVERA N.30,Arvores em Risco,-1,-7.9850545,-34.9301999,google maps api,LVd4
8066054822,2022-06-10,14:04,"USUÁRIO INFORMA QUE TEVE UM ALAGAMENTO E ATINGIU A RESIDENCIA QUE ESTÁ COM RISCOS, O MORADOR GOSTARIA DE UMA VISTORIA NO LOCAL!",PASSARINHO,PASSARINHO ALTO,RUA NOVA MORADA N.618,Imoveis Alagados,-1,-7.9849051,-34.9169221,google maps api,LVd4
8062875722,2022-06-06,17:37,"DEVIDO AS FORTES CHUVAS ALAGOU E PERDEU TUDO, E ÁGUA AFASTOU A PAREDE E ELA GOSTARIA DE UMA VISTORIA NA RESIDENCIARIA!",PASSARINHO,PASSARINHO ALTO,RUA BELEM N.160,Imoveis Alagados,-1,-7.9772327,-34.9196559,google maps api,LVd4
8063829922,2022-06-07,16:33,USUÁRIO SOLICITA VISTORIA EM SUA RESIDENCIA TRATA/SE DE UM(A): CASA SIMPLES (TERREO) POSSUI: ALAGAMENTOS EM IMOVEIS TEM CERCA DE +10 ANOS DE CONSTRUIDO.,PASSARINHO,PASSARINHO ALTO,RUA PEREIRA BARRETO 322G,Imoveis Alagados,-1,-7.986195899999999,-34.9171586,google maps api,LVd4
8061494022,2022-06-03,15:03,"USUÁRIA INFORMA QUE ENTROU ÁGUA EM SUA CASA COM ALTURA DE 1 METRO,  VERIFICAR ESTRUTURA DA CASA SE HÁ CONDIÇÕES DE MORADIA",PASSARINHO,ALTO DA BICA,RUA SABIA N 52,Alagamentos,-1,-7.9810579,-34.9165065,google maps api,LVd4
8062151922,2022-06-05,17:41,USUÁRIO INFORMA QUE ARVORE ESTA COM GRANDE RISCO DE QUEDA E QUE A USUÁRIA DA CASA SE RECUSA A QUERER CORTAR A ARVORE!,PASSARINHO,ALTO SANTA TEREZA,SUBIDA DO JAPONES N.55,Arvores em Risco,-1,-7.985965800000001,-34.927524,google maps api,LVd4
8064130922,2022-06-08,09:01,deseja vistoria na casa que foi inundada e perdeu tudo.,PASSARINHO,VILA DO TETRA,rua teteu n30,Imoveis Alagados,-1,-7.9816071,-34.9174679,google maps api,LVd4
8071059422,2022-06-22,13:10,SRA SOLICITA A RETIRADA DA ARVORE QUE ESTA NA BARREIRAOFERECENDO RISCO PARA AS RESIDENCIAS,PASSARINHO,ALTO SANTA TEREZA,RUA FREI DAMIAO N127,Arvores em Risco,-1,-7.9876456,-34.9241434,google maps api,LVd4
8060104322,2022-06-01,19:47,"USUÁRIO MORA BEM PRÓXIMO AO RIO E SUA CASA FICOU TOTALMENTE INUNDADA PELA ÁGUA, NO LOCAL TAMBÉM EXISTEM VÁRIAS RACHADURAS E ALGUMAS SE AGRAVARAM DEPOIS DESSA SITUAÇÃO, ELE SOLICITA UMA VISTORIA PARA AVALIAR OS DANOS E SE TEM A POSSIBILIDADE DE VOLTAR A MORAR EM SUA RESIDENCIA.",PASSARINHO,ALTO DA BICA,RUA  NOVA VIDA N 71,Imoveis Alagados,-1,-7.9846559,-34.9163592,google maps api,LVd4
8059486322,2022-06-01,10:34,solicita vistoria em árvores,PASSARINHO,CGO. DA BICA,"rua santa clara, 220",Arvores em Risco,-1,-8.1139622,-34.9553053,google maps api,PV1
8067478622,2022-06-14,12:37,"A CASA DA USUÁRIA FOI ATINGIDA PELO ALAGAMENTO, SUA CASA ES´TÁ RACHADA  A SALA E O QUARTO . A MESMA SOLICITA UMA VISTORIA. OUTRO CONTATO: 83393501",PASSARINHO,PASSARINHO ALTO,RUA NOVA,Alagamentos,-1,-7.9839874,-34.9157941,google maps api,LVd4
8059493022,2022-06-01,10:38,"USUARIA INFORMA QUE A CASA ALAGOU, PAREDE  COM RACHADURA. ESTA EM CASA DE PARENTES. PRECISA DE AJUDA PRA RETIRAR AS COISAS. SOLICITA VISTORIA",PASSARINHO,PASSARINHO ALTO,EDLEUZA PEREIRA DOS SANTOS,Alagamentos,-1,-7.979957099999999,-34.9151219,google maps api,LVd4
8041500016,2016-07-07,12:04,USUARIO RECLAMA DE MORADOR QUE JA TEVE CASA CONDENADA E RECEBE AUXILIO MORADIA ESTA INVANDINDO NOVAMENTE A AREA E SEGUNDO INFORMADO A DEFESA CIVIL JA ESTA CIENTE ONDE NADA FOI FEITO E LEVOU O MESMO A EXECUTAR ESSA DENUNCIA E PEDIDO DE VISTORIA E INTERVESÃO,Não informado,LAGOA ENCANTADA,"RUA JORNALISTA NELSON RODRIGUES, 86",Invasao de Terreno de Auxilio Moradia,-1,-8.1238335,-34.9482624,google maps api,LVd2
8056468817,2017-06-24,14:53,"USUÁRIO SOLICITA VISTORIA DE ÁRVORE DEVIDO A CHUVA, A MESMA ESTÁ CAINDO,RACHADA, A RAIZ JÁ ESTÁ APARECENDO, A ÁRVORE É GRANDE  PREJUDICANDO A PADARIA.",Não informado,UR 04,TRAVESSA MARANATA 22,Arvores em Risco,-1,-8.0578381,-34.8828969,google maps api,URBANO
8000289415,2015-01-06,11:46,USUÁRIA SOLICITA COM URGÊNCIA VISTORIA EM TERRENO DESAPROPRIADO PELA DEFESA CIVIL.,Não informado,UR 02,"SEGUNDA TRAV SANTA FÉ N ,41 A",Invasao de Terreno de Auxilio Moradia,-1,-8.1171475,-34.9555757,google maps api,LVd2
