processo_numero,solicitacao_data,solicitacao_hora,solicitacao_descricao,solicitacao_bairro,solicitacao_localidade,solicitacao_endereco,processo_ocorrencia,is_confirmed,latitude,longitude,location_strategy,ground_type,ground_amplitude,slope_degree,slope_percentage,danger_level
8053392722,2022-05-25,13:18,Usuário solicita vistoria em barreira houve deslizamento e solicita colocação de lona em barreira de grande porte.,DOIS UNIDOS,ALTO DO AGAVE,SEGUNDA TRAVESSA EXPEDICIONARIO JESUINO VENTURA N 10,Deslizamentos de Barreiras,2,-7.9897278,-34.9174722,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8090318119,2019-07-24,00:26,USUÁRIA INFORMA QUE BARREIRA DA FRENTE DA SUA CASA DESLIZOU E ATINGIU A PAREDE DO QUARTO DA SUA RESIDÊNCIA.,DOIS UNIDOS,DOIS UNIDOS,5A TRAVESSA DA JOÃO CAVALCANTE PETRIBU,Deslizamentos de Barreiras,2,-7.993093,-34.91940270000001,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8052523022,2022-05-25,00:51,"O SOLICITANTE INFORMA QUE A BARREIRA PERTO DE SUA RESIDENCIA DESLIZOU E ATINGIU A CASA DE SUA VIZINHA,FAVOR VERIFICAR COM URGENCIA.",DOIS UNIDOS,DOIS UNIDOS,"RUA JOAO CAVALCANTI PETRIBU,N 16",Deslizamentos de Barreiras,2,-7.9909348,-34.9162979,google maps api,LVd4,0 a 40m,0 a 5º,0 a 15%,Baixa
8043870521,2021-05-14,12:13,"SR SOLICITA A COLOCAÇAO DE LONAS, CAPINAÇAO E VISTORIA NA BARREIRA QUE DESLIZOU",IBURA,JD. MONTE VERDE,RUA SAO SEBASTIAO N64,Deslizamentos de Barreiras,2,-8.1105567,-34.9468318,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media
8052521822,2022-05-25,00:38,"O SOLICITANTE INFORMA QUE A BARREIRA PERTO DE SUA RESIDENCIA DESLIZOU E ESTA MUITO PERTO DA PORTA DA COZINHA DE SUA CASA,FAVOR VERIFICAR.",DOIS UNIDOS,DOIS UNIDOS,"RUA JOAO CAVALCANTI PETRIBU,N17",Deslizamentos de Barreiras,2,-7.9909727,-34.9164505,google maps api,LVd4,0 a 40m,0 a 5º,0 a 15%,Baixa
8091220519,2019-07-24,13:41,USUÁRIO INFORMA QUE BARREIRA DESLIZOU E DERRUBOU RESIDENCIA ONDE ESTA DESABRIGADO COM FAMILIA.,DOIS UNIDOS,DOIS UNIDOS,RUA VERTENTES DOS LERIOS N 1850,Deslizamentos de Barreiras,2,-8.0368819,-34.9780834,google maps api,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa
8053362022,2022-05-25,13:03,"SRA SOLICITA A COLOCAÇAO DA LONA, CAPINAÇAO, A RETIRADA DE ARVORES QUE ESTAO EM RISCO E VISTORIA POIS A MESMA ESTA DESLIZANDO",DOIS UNIDOS,DOIS UNIDOS,RUA VERTENTES DO LERIO N1815,Deslizamentos de Barreiras,2,-7.9960606,-34.920566,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8053596318,2018-04-25,09:35,"A USUARIA INFORMA QUE A BARREIRA PERTO DE SUA CASA ESTÁ CAINDO,FAVOR VERIFICAR COM URGENCIA.A MESMA SOLICITA A COLOCAÇÃO DE LONAS PLASTICAS NA BARREIRA.",IBURA,UR 05,"RUA CALDAS,N 01",Deslizamentos de Barreiras,2,-8.1352045,-34.9473092,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media
8019977017,2017-03-12,16:34,"PEDE RECOLOCACAO DE LONAS PLASTICAS, INFORMA QUE HOUVE DESLIZAMENTO DE PEQUENO PORTE.",VARZEA,BARREIRAS,RUA CAMINHO DA AREINHA,Deslizamentos de Barreiras,2,-8.0483995,-34.9590902,google maps api,A2,0 a 20m,0 a 5º,0 a 10%,Baixa
8091228619,2019-07-24,13:46,USUÁRIO SOLICITA VISTORIA DA BARREIRA QUE CAIU DE ATINGIU A RESIDENCIA.,DOIS UNIDOS,CGO. DO CURIO,"TRAVESSA CHAGAS FERREIRA , N 43",Deslizamentos de Barreiras,2,-8.0006192,-34.9160231,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8014959914,2014-09-08,10:30,"USUÁRIA SOLICITA VISTORIA EM BARREIRA E COLOCAÇÃO DE LONA, POIS DEVIDO AS ÚLTIMAS CHUVAS CORRE RISCO DE DESLIZAMENTO.",CGO. DO JENIPAPO,CGO. DO JENIPAPO,RUA ALTO FERRAZ DE VASCONCELOS N. 65  MACAXEIRA,Deslizamentos de Barreiras,2,-8.008713799999999,-34.9345205,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media
8091223419,2019-07-24,13:44,USUÁRIO INFORMA QUE BARREIRA DESLIZOU E DESTRUIU TODA RESIDENCIA E ESTA DESABRIGADO MAS NAO TEVE  VITIMA.,DOIS UNIDOS,DOIS UNIDOS,RUA VERTENS  DO LERIO N 1850,Deslizamentos de Barreiras,2,-7.9970845,-34.9193547,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8091247019,2019-07-24,13:55,usuária solicita colocação de lona e deslizou de madrugada um pedaço.,DOIS UNIDOS,CGO. DO MORCEGO,rua bela vista n 446,Deslizamentos de Barreiras,2,-8.0028384,-34.9069495,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8019528017,2017-03-10,09:07,USUARIA SOLICITA UMA VISTORIA EM SUA BARREIRA POIS ESTA COM MUITO MATOS E A NESMA INFORMA QUE A EQUIPE FOI AO LOCAL PARA COLOCAR A LONA PLASTICA MAS NAÕ COLOCOU DEVIDO AOS MATOS NA BARRREIRA E SOLICITA URGENCIA,VARZEA,UR 07,"RUA DOUTOR SOLANO CARNEIRO DA SILVA, 592",Deslizamentos de Barreiras,2,-8.0342005,-34.9767949,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa
8092171819,2019-07-25,13:39,USUÁRIA INFORMA QUE BARREIRA DESLIZOU MAS NAO ATINGIU A RESIDENCIA E NAO TEM VITIMAS,DOIS UNIDOS,DOIS UNIDOS,AV CHAGAS FERRIERA N 982,Deslizamentos de Barreiras,2,-8.0032497,-34.9150921,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8090967019,2019-07-24,11:45,USUÁRIA SOLICITA VISTORIA DA BARREIRA QUE DESLIZOU E ESTÁ OFERECENDO RISCO PARA  AS RESIDENCIAS .,IBURA,UR 12,"RUA CAJUEIRO, N 180",Deslizamentos de Barreiras,2,-8.125233399999999,-34.9347052,google maps api,LVd2,0 a 20m,0 a 5º,0 a 10%,Baixa
8019091117,2017-03-09,08:49,USUARIO SOLICITA REPOSIÇÃO DE LONA PLASTICA A ANTERIOR ESTA DANIFICADO E SOLICITA URGENCIA,VARZEA,JD. TERESOPOLIS,"RUA DOUTOR SOLANO CARNEIRO DA CUNHA, 272",Deslizamentos de Barreiras,2,-8.0336809,-34.9744351,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media
8053277322,2022-05-25,12:23,SR SOLICITA VISTORIA NA BARREIRA QUE DESLIZOU E ESTA PROXIMO DE ATINGIR A RESIDENCIA,DOIS UNIDOS,ALTO DO ROSARIO,RUA VERTENTES DO LERIO N191,Deslizamentos de Barreiras,2,-7.9971881,-34.9193495,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8095491319,2019-08-02,08:44,usuaria informa que uma barreira deslizou e derrubou a canaleta que esta escorrendo água sujas para casa da mesma,ALTO JOSE BONIFACIO,CGO. SAO DOMINGOS SAVIO,RUA SAO  DOMINGOS SAVIO n 235,Deslizamentos de Barreiras,2,-8.0161563,-34.912217,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Baixa
8091319119,2019-07-24,14:46,USUÁRIO INFORMA QUE BARREIRA DESLIZOU MAS NAO ATINGIU A RESIDENCIA E SOLICITA VISTORIA.,DOIS UNIDOS,ALTO DO CAPITAO,4TR TUPIRASABA N 63,Deslizamentos de Barreiras,2,-7.999875899999998,-34.9138415,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8100673319,2019-08-15,14:37,usuária solicita vistoria porque os vizinhos construirão um muro perto da barreira e corre risco de deslizamento porque a barreira esta muito encharcada .,ALTO JOSE BONIFACIO,ALTO DO BRASIL,rua  passira n82,Deslizamentos de Barreiras,2,-8.0151979,-34.908531,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Alta
8053228222,2022-05-25,11:58,SR SOLICITA VISTORIA NA BARREIRA QUE ESTA DESLIZANDO,DOIS UNIDOS,ALTO DO ROSARIO,4 TRV RUA CANAVIEIRA N10,Deslizamentos de Barreiras,2,-7.9968153,-34.9191702,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8014624117,2017-02-21,07:26,USUARIO SOLICITA REPOSIÇÃO DE LONA PLASTICA POIS A ANTERIOR ESTA DANIFICADA ONDE A BARREIRA ESTA MUITO MOLHADA E SOLICITA URGENCIA POSSUI O RISCO DE DESLIZAMENTO NO LOCAL,VARZEA,UR 07,"RUA LAGO AZUL, 10",Deslizamentos de Barreiras,2,-8.0300925,-34.9776478,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media
8036742720,2020-04-01,10:05,USUÁRIA INFORMA QUE O VIZINHO ESTA CAVANDO UMA BARREIRA  QUE ESTA CAUSANDO MEDO AOS MORADORES QUE MORAM EMBAIXO . PEDE URGENCIA DA VISTORIA NO LOCAL,IBURA,UR 03,TRV BRASIL N 116,Deslizamentos de Barreiras,2,-8.0236875,-34.8766101,google maps api,LVd4,0 a 40m,0 a 5º,0 a 15%,Baixa
8014309917,2017-02-20,10:17,USUARIO SOLICITA REPOSIÇÃO DE UMA LONA POIS A ANTERIOR ESTA DANIFICADA E SOLICITA URGENCIA,VARZEA,UR 07,"RUA AREIA BRANCA, 22 A",Deslizamentos de Barreiras,2,-8.036785,-34.9746402,google maps api,PV1,20 a 100m,10 a 30º,0 a 60%,Baixa
8091433919,2019-07-24,16:11,"SR INFORMA QUE TEVE UM DESLIZAMENTO DA BARREIRA, SOLICITA UMA VISTORIA, COLOCAÇAO DE LONAS E CAPINAÇAO",ALTO JOSE BONIFACIO,ALTO JOSE BONIFACIO,RUA CORREGO MANOEL JOAO N50,Deslizamentos de Barreiras,2,-8.0094534,-34.9122428,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media
8055815222,2022-05-28,09:56,"USUARIA INFORMA DESLIZAMENTO DE BARREIRA, O BARRO ESTA IMPEDINDO O CAMINHO, TEM UMA ARVORE NA BARREIRA RISCO DE CAIR SOBRE AS CASAS.",IBURA,LAGOA ENCANTADA,"RUA VALE DO ITAJAI, 08",Deslizamentos de Barreiras,2,-8.1296305,-34.9495585,google maps api,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa
8053786522,2022-05-25,17:19,"DESLIZAMENTO DE BARREIRA SEM VITIMAS, RESIDUOS CHEGOU A SE APROXIMAR A CASA DO VIZINHO",DOIS UNIDOS,ALTO DO ROSARIO,RUA ALTO DO ROSARIO N 70 B,Deslizamentos de Barreiras,2,-8.0014722,-34.9140585,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8091667019,2019-07-25,07:34,informa que a barreira esta com risco de deslizamento por conta dessa chuvas forte,ALTO JOSE BONIFACIO,ALTO JOSE BONIFACIO,rua Manoel joão n 100,Deslizamentos de Barreiras,2,-8.0182292,-34.9113919,google maps api,URBANO,20 a 100m,10 a 30º,0 a 60%,Baixa
8090459419,2019-07-24,06:23,A BARREIRA DESCEU E ATINGIU A CASA ATRAS E ENTROU NA CASA. MUITAS ARVORES ACIMA COM RISCO E DESLIZANDO AOS POUCOS.,ALTO JOSE BONIFACIO,ALTO JOSE BONIFACIO,RUA CORREGO MANOEL JOAO N 111,Deslizamentos de Barreiras,2,-8.009684,-34.91225530000001,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media
8014883717,2017-02-21,13:39,USUÁRIA SOLICITA VISTORIUA EM BARREIRA E LONA COM URGÊNCIA.,VARZEA,UR 07,RUATENENTE ROLANDO RITMISTERE  N. 429,Deslizamentos de Barreiras,2,-8.0340714,-34.9776285,google maps api,PV1,20 a 100m,10 a 30º,0 a 60%,Media
8093921019,2019-07-30,10:43,usuária informa próximo da sua barreira tem uma canaleta que esta tendo filtrações que esta fazendo sua barreira deslizar solicita de urgência da vistoria da equipe no local,DOIS UNIDOS,ALTO DO CAPITAO,RUA COMPOSITOR  INALDO MENDONçA n 195 a,Deslizamentos de Barreiras,2,-7.999548799999999,-34.916184,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8058117820,2020-08-13,08:00,A BARREIRA DESLIZOU PARCIALMENTE SE CONTINUAR CHOVENDO CHEGARA NA RESIDENCIA. FAVOR VERIFICAR,IBURA,LAGOA ENCANTADA,1 TRAVESSA DR MOACIR SALES SN,Deslizamentos de Barreiras,2,-8.1227356,-34.9504903,google maps api,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa
8090359019,2019-07-24,03:44,USUÁRIA INFORMA DESLIZAMENTO DE BARREIRA ATINGINDO O BANHEIRO E A COZINHA DA RESIDÊNCIA.,ALTO JOSE BONIFACIO,ALTO JOSE BONIFACIO,"RUA GUSTAVO BARROSO, 214",Deslizamentos de Barreiras,2,-8.011940899999999,-34.9117772,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media
8091305019,2019-07-24,14:35,SR SOLICITA VISTORIA NA BARREIRA QUE DESLIZOU,DOIS UNIDOS,DOIS UNIDOS,TRV JOAO CAVALCANTE PETRIBU N12,Deslizamentos de Barreiras,2,-7.9925357,-34.9191525,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8012054317,2017-02-10,17:20,USUÁRIO SOLICITA VISTORIA E LONA EM BARREIRA COM URGÊNCIA. LOCAL DE RISCO.,VARZEA,UR 07,RUA VILA NOVA N. 21,Deslizamentos de Barreiras,2,-8.0300374,-34.9779989,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media
8064084216,2016-10-14,15:11,"USUÁRIO SOLICITA COLOCAÇÃO DE LONAS PLÁSTICAS NA BARREIRA, POIS A MESMA ESTA DESCOBERTA COM RISCO DE DESLIZAMENTO.",VARZEA,UR 07,RUA LAGO AZUL N 10,Deslizamentos de Barreiras,2,-8.0300925,-34.9776478,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media
8090443019,2019-07-24,06:14,USUÁRIO INFORMA QUE UM PE DE MANGA CAIU E ARRASTOU TUDO E ATINGIU A COZINHA DA VIZINHA E TEM MAIS DUAS ARVORES QUE ESTÃO NA BARREIRA A BARREIRA NÃO PARA DE DESLIZAR E COM CASAS ABAIXO E ACIMA TEM CASAS E MOSTRANDO A BASE DA CASA. URGÊNCIA POR FAVOR,ALTO JOSE BONIFACIO,ALTO DA SAUDADE,RUA SAO DOMINGOS SAVIO N249,Deslizamentos de Barreiras,2,-8.015429,-34.9116595,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media
8090341319,2019-07-24,02:56,O SARGENTO LIMA INFORMA DESLIZAMENTO DE BARREIRA ATINGINDO UMA RESIDÊNCIA SEM VITIMAS NO LOCAL. O MESMO INFORMA QUE A SOLICITANTE AFIRMA QUE RESIDÊNCIA FOI DESTRUIDA,DOIS UNIDOS,DOIS UNIDOS,"RUA FRANCISCO PAULO DOS SANTOS, 100",Deslizamentos de Barreiras,2,-8.0020741,-34.9031471,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8088980219,2019-07-20,19:09,"usuaria informa que a barreira esta deslizando, fica no quintal da sua casa a mesma informa que sempre que vao ao local, colocam lona por cima de lona, e acaba nao servindo",ALTO JOSE BONIFACIO,CGO. DO EUCLIDES,"corrego do euclides, 1363",Deslizamentos de Barreiras,2,-8.0117718,-34.9147707,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media
8044236818,2018-04-09,10:55,USUÁRIA SOLICITA COLOCAÇÃO DE LONAS PLASTICAS PARA A BARREIRA DE GRANDE PORTE QUE ESTÁ SEM LONAS E VISTORIA  QUE DESLIZOU UM PEDAÇO DA BARREIRA E A QUALQUER MOMENTO PODERÁ DESLIZAR NOVAMENTE E DESEJA VISTORIA SE TEM ALGO DE RISCO. FAVOR VERIFICAR.,IBURA,PATANAL,RUA VINTE DOIS DE SETEMBRO N 310,Deslizamentos de Barreiras,2,-8.1105568,-34.93699350000001,google maps api,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa
8053348822,2022-05-25,12:58,A BARREIRA ESTÁ DESLIZANDO E A USUÁRIA SOLICITA A COLOCAÇÃO DA LONA NÃO PRECISA DE CAPINAÇÃO.,IBURA,UR 10,RUA1  TRAVESSA  RUA LAVRINHAS,Deslizamentos de Barreiras,2,-8.1105568,-34.93699350000001,google maps api,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa
8063931316,2016-10-14,10:25,DESLIZAMENTO DE BARREIRA. URGENTE. A MESMA SOLICITA A TROCA DA LONA.,VARZEA,UR 07,"RUA SOLDADO JOSE VIVANCIO, N 1501.",Deslizamentos de Barreiras,2,-8.0359865,-34.9739741,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media
8090425219,2019-07-24,05:40,USUARIO INFORMA QUE A BARREIRA DESLIZOU E PEDE UMA EQUIPE NO LOCAL.,ALTO JOSE BONIFACIO,ALTO JOSE BONIFACIO,RUA CORREGO MANOEL JOAO N53,Deslizamentos de Barreiras,2,-8.0094534,-34.9122428,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media
8058206216,2016-09-19,11:25,USUARIA SOLICITA UMA VISTORIA EM SUA BARREIRA POIS O VIZINHO ESTA CAVANDO A BARREIRA E DANIFICOU A LONA PLASTICA NO LOCAL E SOLICITA UREGENCIA,VARZEA,JD. TERESOPOLIS,"RUA DR SOLANO CARNEIRO DA CUNHA, 01",Deslizamentos de Barreiras,2,-8.0331264,-34.972281,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Baixa
8012973414,2014-08-09,21:33,PEDE LONA PLASTICA POIS LONA QUE HAVIA CAIU. PEDE URGENCIA POIS BARREIRA É CAMINHO ONDE PASSA PESSOAS E JA CAIU PEDAÇO POR CONTA DE UMA INFILTRAÇÃO DO CANO DA COMPESA.,GUABIRABA,CGO. DO JENIPAPO,"RUA BENTO DE ABREU, 79",Deslizamentos de Barreiras,2,-8.0032845,-34.9367022,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8055010422,2022-05-27,11:10,E MESMA INFORMA QUE A BARREIRA DESLIZOU E ENTROU DENTRO DA SUA RESIDENCIA,DOIS UNIDOS,DOIS UNIDOS,RUA MAMÉ DE COELHO N. 85,Deslizamentos de Barreiras,2,-8.0039141,-34.9025975,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8090345919,2019-07-24,03:08,USUÁRIA INFORMA DESLIZAMENTO DE BARREIRA ATINGINDO A PAREDE DO QUARTO,DOIS UNIDOS,ALTO DO MARACANA,"2A TRAVESSA PADRE CICERO, 388",Deslizamentos de Barreiras,2,-8.004753899999999,-34.9107187,google maps api,URBANO,20 a 100m,10 a 30º,0 a 60%,Media
8091521519,2019-07-24,17:26,USUÁRIO INFORMA QUE BARREIRA DESLIZOU E ESTA ENCOSTANDO NA RESIDENCIA DO MESMO INFORMA QUE SAO TRES CASAS NO TERRENO,DOIS UNIDOS,ALTO DO CAPITAO,RUA DIVISOPOLIS N 41 E 10 A E 10B,Deslizamentos de Barreiras,2,-8.0029138,-34.9086517,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8056369116,2016-09-09,12:17,USUARIA SOLICITA UMA VISTORIA NA BARREIRA POIS ESTA DESLIZANDO E POSSUI RISCO DE DESLIZAMENTO NO LOCAL E A RESIDENCIA POSSUI QUATRO CURIANÇA DE MENORES E SOLICITA URGENCIA,VARZEA,UR 07,"RUA PROFERSSOR OTAVIO TAVARES, 350",Deslizamentos de Barreiras,2,-8.0315418,-34.9750197,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media
8030221318,2018-03-08,20:13,"a usuaria informa que por traz da sua casa existe uma barreira com risco de deslizamento possuindo 4 arvores de grande porte,favor verificar.",IBURA,LAGOA ENCANTADA,RUA DEPUTADO  JOAQUIM COUTINHO,Deslizamentos de Barreiras,2,-8.1230455,-34.9508061,google maps api,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa
8055184816,2016-09-02,17:01,"USUÁRIA SOLICITA VISTORIA E LONA EM BARREIRA COM URGÊNCIA, LOCAL DE RISCO.",VARZEA,UR 07,RUA TENENTE ROLANDO RITMISTA  N. 36,Deslizamentos de Barreiras,2,-8.0483995,-34.9590902,google maps api,A2,0 a 20m,0 a 5º,0 a 10%,Baixa
8054671216,2016-09-01,10:54,"USUARIO SOLICITA UMA VISTORIA NA BARREIRA POIS A MESMA APARECEU UM BURACO DE MAIS DE 1,5 METRO DE PROFUNDIDADE E SOLICITA REPOSIÇÃO DE LONA PLASTICA QUE A ANTERIOR ESTA DANIFICADA E SOLICITA URGENCIA",VARZEA,UR 07,"RUA EXPEDICIONARIO ANTONIO ROMANO, 503",Deslizamentos de Barreiras,2,-8.0318366,-34.9763312,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media
8074201619,2019-06-13,07:32,"CAIU UMA ÁRVORE, E HOUVE DESLIZAMENTO DA BARREIRA, A CASA DO MESMO FICA ABAIXO DA BARREIRA, EXISTEM CASAS NA PARTE DE CIMA, NESTE MIMENTO ESTÁ DESLIZANDO BARRO.  A EQUIPE PODE FALAR COM SANDORVAL ATRAVÉS DO TELEFONE INFORMADO.",DOIS UNIDOS,CGO. DO MORCEGO,R. DA BELA BELA VISTA N520,Deslizamentos de Barreiras,2,-8.0012173,-34.9056453,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8090758119,2019-07-24,10:03,sra. solicita a vistoria na barreira e na arvore que caiu em cima de uma residência.,ALTO JOSE BONIFACIO,ALTO JOSE BONIFACIO,rua são domingos savio n 249,Deslizamentos de Barreiras,2,-8.0159454,-34.91229,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Baixa
8092108419,2019-07-25,12:44,"SR SOLICITA VISTORIA NA BARREIRA QUE DESLIZOU E ATINGIU UMA PARTE DA RESIDENCIA, O MESMO SOLICITA TAMBEM A COLOCAÇAO DA LONA",ALTO JOSE BONIFACIO,ALTO JOSE BONIFACIO,RUA ALTO JOSE BONIFACIO N763,Deslizamentos de Barreiras,2,-8.0130757,-34.9132892,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media
8057245416,2016-09-14,08:53,USUARIO DESEJA A COLOCAÇAO DE LONA PLASTICA,VARZEA,UR 07,RUA LAGO AZUL N10,Deslizamentos de Barreiras,2,-8.0301482,-34.9774194,google maps api,LVd2,20 a 100m,10 a 30º,0 a 60%,Media
8091146019,2019-07-24,13:05,"barreira deslizou , a mesma solicita lona e vistoria porque a casa de cima esta prestes a cair .",ALTO JOSE BONIFACIO,ALTO JOSE BONIFACIO,rua são domingos flavio n 386,Deslizamentos de Barreiras,2,-8.0167322,-34.912844,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Baixa
8094650019,2019-07-31,14:21,"usuária informa que a barreira caiu, deseja uma analise e colocação de lona",ALTO JOSE BONIFACIO,CGO. SAO DOMINGOS SAVIO,rua corrego são domingo sabio n 3676,Deslizamentos de Barreiras,2,-8.0133301,-34.913243,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media
8011140914,2014-07-13,19:21,HOUVE UMA QUEDA DE BARREIRA. PEDE URGÊNCIA NO LOCAL,GUABIRABA,CGO. MANOEL DAS MENINAS,RUA CORREGO  MANOEL DAS MENINAS  N°158,Deslizamentos de Barreiras,2,-7.993884899999999,-34.93239459999999,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8043024721,2021-05-13,15:19,SRA SOLICITA VISTORIA NA BARREIRA QUE ESTA DESLIZANDO E A RETIRADA DE UMA ARVORE QUE ESTA NO TOPO DA BARREIRA,IBURA,LAGOA ENCANTADA,RUA JOSE LUIZ OLIVEIRA BARROS SOBRINHO N716,Deslizamentos de Barreiras,2,-8.1105568,-34.93699350000001,google maps api,LVd2,0 a 40m,0 a 5º,0 a 15%,Baixa
8090343619,2019-07-24,03:03,USUÁRIA INFORMA DESLIZAMENTO DE BARREIRA DE GRANDE PORTE POR TRAZ DA RESIDÊNCIA,ALTO JOSE BONIFACIO,CGO. DO EUCLIDES,"RUA DMINGOS SAVIO, 386",Deslizamentos de Barreiras,2,-8.0167322,-34.912844,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Baixa
8010407114,2014-07-03,11:01,/USUARIO SOLICITA VISTORIA E COLOCAÇÃO DE LONA EM BARREIRA COM RISCO DE DESLIZAMENTO. O MESMO PEDE EXTREMA URGENCIA.,GUABIRABA,CGO. DO JENIPAPO,"RUA SAO SEBASTIAO, 310",Deslizamentos de Barreiras,2,-8.0070982,-34.9343836,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8074464719,2019-06-13,11:21,SR. INFORMA QUE A BARREIRA DE TRÁS DA IGREJA DESLIZOU .  PEDE URGÊNCIA,DOIS UNIDOS,DOIS UNIDOS,RUA CHAGAS FERREIRA N 810,Deslizamentos de Barreiras,2,-7.993437399999999,-34.9230369,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Media
8074426819,2019-06-13,11:03,USUÁRIO INFORMA QUE UMA BARREIRA DESLIZOU E OBSTRUIU A VIA.PRÓXIMO A ESSA BARREIRA QUE DESLIZOU HÁ CASAS QUE CORREM RISCO DE DESABAMENTO E UMA ÁRVORE QUE OFERECE RISCO DE QUEDA.PARTE DA BARREIRA CONTINUA CAINDO.SOLICITANTE PEDE A PRESENÇA DA DEFESA CIVIL PARA EVITAR ACIDENTES.,ALTO JOSE BONIFACIO,CGO. DO EUCLIDES,"RUA CORREGO DO EUCLIDES, 9044",Deslizamentos de Barreiras,2,-8.0131948,-34.9148128,google maps api,A2,20 a 100m,10 a 30º,0 a 60%,Media
8052676122,2022-05-25,06:34,a barreira deslizou e tem uma casa na parte de cima da barreira que deslizou e esta quase caindo na casa da usuária.,DOIS UNIDOS,ALTO DO MARACANA,1 travessa dorandia n 349,Deslizamentos de Barreiras,2,-8.0036421,-34.90613,google maps api,LVd4,20 a 100m,10 a 30º,0 a 60%,Baixa
8074494319,2019-06-13,11:35,"usuario informa que houve deslizamento de barreira , e o barro esta no meio da via causando muito transtorno , solicita de urgencia da equipe no local",ALTO JOSE BONIFACIO,CGO. DO EUCLIDES,RUA   CORREGO DO EUCLIDES,Deslizamentos de Barreiras,2,-8.008389,-34.912468,google maps api,URBANO,20 a 100m,10 a 30º,0 a 60%,Media
8074419119,2019-06-13,10:58,"SRA. SOLICITA A VISTORIA EM UMA BARREIRA QUE ESTA DESLIZANDO, POR CIMA DA CASA DE SUA SOGRA PEDE URGÊNCIA POIS JA CAIU UM PEDAÇO/",DOIS UNIDOS,ALTO DO MARACANA,RUA DORANDIA N 378,Deslizamentos de Barreiras,2,-8.004225,-34.9065978,google maps api,URBANO,20 a 100m,10 a 30º,0 a 60%,Alta
8053230722,2022-05-25,11:58,a barreira deslizou e esta encostado na parede da casa e tem duas arvores em risco .,IBURA,JD. MONTE VERDE,rua alto Caxambu n 142,Deslizamentos de Barreiras,2,-8.1156206,-34.9576088,google maps api,PV1,20 a 100m,10 a 30º,0 a 60%,Media
