processo_numero,solicitacao_data,solicitacao_hora,solicitacao_descricao,solicitacao_bairro,solicitacao_localidade,solicitacao_endereco,processo_ocorrencia,confirmado,latitude,longitude,cond,em_recife,rain_hour,rain_day,altitude,ground_type,danger_level
8021665018,2018-02-19 11:01:00,11:01,DESEJA VISTORIA EM BARREIRA POIS TEM PÉ DE COCO QUE AMEAÇA QUEDA E VIZINHA CONSTRUÇÃO DE MURO EM BARREIRA,PASSARINHO,CGO. DA BICA,RUA SANTA TEREZA DO CANAÃ 38,Muro com Danos,0,-7.9866233,-34.9287523,False,1,,,47.0,LVd4,Média
8063143022,2022-06-07 08:44:00,08:44,"USUARIO INFORMA DESLIZAMNETO DE BARREIRA, BARRO ESTA NA PAREDE, JA TEM VARIOS PROTOCOLOS.  TEM ARVORE  EM RISCO  DE CAIR SOBRE A CASA SOLICITA ERRADICAR.SOLICITA VISTORIA.",PASSARINHO,ALTO SO NOS DOIS,"RUA SÓ NOS DOIS, 103",Arvores em Risco,0,-7.9907608,-34.9270968,False,1,1.3,16.1,31.0,LVd4,Média
8050477520,2020-07-07 10:46:00,10:46,"USUÁRIO INFORMA SOBRE ÁRVORE EM RISCO, MUITO INCLINADA, POR TRÁS DA CASA DE UMA SENHORA IDOSA  QUE OFERECE RISCO DE QUEDA E DANO A SUA CASA. FAVOR VERIFICAR.",BARRO,BARRO,"RUA SANTA MARIA, 227",Arvores em Risco,0,-8.0904172,-34.9417421,False,1,0.0,1.0,17.0,URBANO,Baixa
8003960517,2017-01-16 16:41:00,16:41,INFILTRAÇÃO NO MURO DE ARIMO E CASA ACIMA RISCO DE QUEDA,NOVA DESCOBERTA,CGO. DO ARCANJO,RUA NACIPE RAIDAN  97,Imoveis com Danos/Risco,0,-8.0055139,-34.9251502,False,1,0.0,0.0,63.0,LVd4,Média
8086888517,2017-09-23 11:49:00,11:49,OUVE UM ABALO NA ESTRUTURA DA FACULDADE E USUÁRIO PEDE UMA VISITA COM URGÊNCIA NO LOCAL PARA PODER SABER SE CORRE O RISCO OU NÃO A ESTRUTURA CAIR E SE PODE VOLTAR AS AULAS,MADALENA,MADALENA,AV ABDIAS DE CARVALHO N 00,Imoveis com Danos/Risco,0,-8.0620284,-34.9096102,False,1,0.0,1.0,6.0,URBANO,Baixa
8038282320,2020-04-16 11:08:00,11:08,USUÁRIO INFORMA QUE EXISTE UM PÉ DE COCO QUE ESTA PRESTES A DESABAR EM CIMA DE SUA CASA.,DOIS UNIDOS,ALTO DO ROSARIO,RUA VERTENTE DO LERIO N73,Arvores em Risco,0,-7.988553550000001,-34.92232574738948,False,1,1.8,25.0,30.0,LVd4,Baixa
8020551021,2021-03-05 09:45:00,09:45,USUÁRIO INFORMA QUE TEM UMA ARVORE QUE FICA NA BARREIRA QUE ESTA COM MUITO RISCO DE CAIR. O MESMO TAMBÉM SOLICITA DE UMA LONA PARA BARREIRA,ALTO JOSE BONIFACIO,ALTO JOSE BONIFACIO,RUA CORREGO DO EUCLIDES N 1970,Arvores em Risco,0,-8.0079644,-34.9123279,False,1,0.0,0.0,22.0,URBANO,Baixa
8023306215,2015-07-28 17:12:00,17:12,a usuaria informa que a lona da barreira arriou e a barreira houve deslizamento.favor verificar com urgencia.contt: 86694739.,DOIS IRMAOS,SITIO DOS PINTOS,rua antonio felipe,Deslizamentos de Barreiras,1,-8.0177478,-34.9545975,False,1,0.2,32.0,28.0,A2,Baixa
8001161817,2017-01-05 13:48:00,13:48,usuario solicita urgencia em uma vistoria pois existem duas arvores grandes em sua barreira que oferecem risco de cair em sua casa.,NOVA DESCOBERTA,CGO. DO LEONCIO,RUA CORREGO DO LEONCIO,Arvores em Risco,0,-8.0026164,-34.9278948,False,1,0.0,0.0,45.0,LVd4,Média
8103099821,2021-11-21 18:47:00,18:47,"usuaria informa que contratou pedreiro particular, informa que imovel nao tem cinta amarracao informa que casa foi feito com areia e informa que casa tem risco pois ja tem rachadura, e de acordo com analise dele acredita que em ate 5 anos o imovel deve desabar. a mesma informa que todos os imoveis no prive esta com o mesmo problema. informa que ate entao construtora esta tentando fazer reparosinforma que tem rachadura no teto, caiu cerca de 50 cm de teto, caiu pedaco do teto do banheiro tambem",IPUTINGA,IPUTINGA,"rua nossa senhora da saude, 271",Imoveis com Danos/Risco,0,-8.0412285,-34.9274507,False,1,0.0,0.8,7.0,A2,Baixa
8019017015,2015-06-30 08:48:00,08:48,SOLICITA/SE VISTORIA EM CASA ABANDONADA ONDE ESTA COM RISCO DE DESABAR TOTALMENTE COLOCANDO EM RISCO TRANSEUNTES E IMÓVEIS AO LADO. PEDE BREVIDADE UMA VEZ QUE LOCAL É BASTANTE MOVIMENTADO.,SANTO AMARO,SANTO AMARO,AV CRUZ CABUGÁ,Imoveis com Danos/Risco,0,-8.0432225,-34.8738253,False,1,0.0,8.0,7.0,URBANO,Baixa
8033308221,2021-04-14 20:06:00,20:06,USUÁRIO INFORMA QUE A BARREIRA EM FRENTE A SUA CASA NÃO TEVE COLOCAÇÃO DE LONAS E A MESMA DESLIZOU EM PEQUENA PROPORÇÃO. SOLICITA VISTORIA PARA AVALIAR O RISCO.,MACAXEIRA,MACAXEIRA,"RUA PEDRO TOLEDO, 135",Imoveis com Danos/Risco,0,-8.010048,-34.9343535,False,1,0.0,44.0,37.0,A2,Média
8077764122,2022-07-08 11:06:00,11:06,USUARIA INFORMA QUE SUA RESIDENCIA ESTA APRESENTANDO RACHADURAS E FILTRAÇOES . PEDE URGENCIA DE UMA EQUIPE PARA VERIFICAR ESSA SITUAÇAO,BRASILIA TEIMOSA,BRASILIA TEIMOSA,RUA PARU N 245,Imoveis com Danos/Risco,0,-8.0831642,-34.8795439,False,1,0.4,8.5,6.0,AGUA,Baixa
8024965421,2021-03-19 13:21:00,13:21,USUÁRIO SOLICITA COLOCAÇÃO DE LONAS PLÁSTICAS EM BARREIRA. PRECISA CAPINAR. A BARREIRA ESTÁ COM PEQUENOS DESLIZAMENTOS.,NOVA DESCOBERTA,CGO. DA AREIA,SEGUNDA SUBIDA DO RATINHO N  13,Deslizamentos de Barreiras,1,-7.9999177,-34.9269306,False,1,0.0,17.0,66.0,LVd4,Média
8039478917,2017-05-10 12:21:00,12:21,USUÁRIO PEDE VISTORIA POIS O MURO ESTÁ RACHADO E TEM RISCO DE CAIR EM CIMA DE SUA CASA POIS UMA VEZ JÁ CAIU.,JORDAO,JORDAO ALTO,RUA SERRA DOURADA N 44,Muro com Danos,0,-8.1359088,-34.9425382,False,1,0.6,2.0,39.0,LVd2,Média
8056514622,2022-05-29 10:16:00,10:16,SOLICITA VISTORIA EM BARREIRA QUE DESLIZOU E TEM UMA ARVORE NA BARREIRA .SOLICITA COLOCAÇÃO DE LONA,IBURA,UR 01,RUA CONGONGI 183,Deslizamentos de Barreiras,1,-8.1181531,-34.9477458,False,1,1.9,40.2,80.0,LVd2,Baixa
8108071617,2017-11-23 10:26:00,10:26,"USUÁRIO SOLICITA VISTORIA NO MURO DE ARRIMO , INFORMA QUE ÁGUA DA CANALETA ESTA CAINDO EM CIMA DO MURO   E PERFURANDO  PEDE URGÊNCIA PARA O COM PARECIMENTO DA EQUIPE.",IBURA,UR 01,2TR  DA CORDILHEIRA,Muro com Danos,0,-8.1194021,-34.9452792,False,1,0.0,0.0,49.0,LVd2,Média
8044093420,2020-05-29 09:41:00,09:41,"usuaria informa que o prédio onde mora Edifício Casttelo de Ravena, esta apresentado rachaduras pela parede, no chao e teto , os moradores estão com bastante preocupados. pede urgência de uma vistoria no local.",CAMPO GRANDE,CAMPO GRANDE,RUA GONÇALVES DIAS n 179,Imoveis com Danos/Risco,0,-8.0380803,-34.8766145,False,1,0.4,-1.0,6.0,URBANO,Baixa
8075168620,2020-10-27 13:36:00,13:36,"USUÁRIA SOLICITA VISTORIA NA SUA CASA, INFORMA QUE VIZINHA DE CIMA POSSUI ENCANAÇÃO QUE ESTÁ CAUSANDO VAZAMENTO EM TODA A CASA. INFORMA QUE A ÁGUA ESCORRE POR TODAS AS PAREDES E JÁ CAUSOU DANOS EM MUITOS OBJETOS.",IBURA,TRES CARNEIROS ALTO,"RUA CURUCA, 50",Imoveis com Danos/Risco,0,-8.1244791,-34.9595487,False,1,0.0,0.0,22.0,A2,Baixa
8038264517,2017-05-08 13:51:00,13:51,"ARVORE DE GRANDE PORTE SITUADA EM BARREIRA, NECESSITA DE VISTORIA POIS ESTÁ HAVENDO DESLIZAMENTO PARCIAL DA BARREIRA AO DECORRER DAS CHUVAS, REQUER URGENCIA.",PASSARINHO,CGO. DA BICA,"3 SUBIDA ALTO SANTA TEREZINHA, N 567",Deslizamentos de Barreiras,1,-7.9866233,-34.9287523,False,1,1.6,16.0,47.0,LVd4,Média
8022622218,2018-02-20 11:42:00,11:42,USUÁRIO INFORMA QUE QUE HÁ UMA ARVORE CAÍDA NA BARREIRA E OUTRAS TRÊS INCLINADA PARA AS RESIDENCIA E PARA A REDE ELÉTRICA COM ISSO PEDI URGÊNCIA POIS COM AS CHUVAS E OS VENTOS AS DEMAIS PODEM CAIR A QUALQUER MOMENTO,VARZEA,UR 07,RUA DIOGENES SAMPAIO N 896,Arvores em Risco,0,-8.0348029,-34.9592525,False,1,0.0,-1.0,24.0,A2,Média
8129200818,2018-10-22 10:01:00,10:01,"SOLICITANTE É SÍNDICA DO PRÉDIO E INFORMA QUE UM DOS ORADORES SE QUEIXOU DE QUE O SEU APARTAMENTO ESTÁ ""BALANÇANDO"" SOLICITA VISTORIA NA ESTRUTURA PARA DESCARTAR POSSÍVEIS PERIGOS.NENHUM DOS OUTROS MORADORES SE QUEIXOU DO PROBLEMA.",AFLITOS,AFLITOS,"AV CONS. ROSA E SILVA, 257",Imoveis com Danos/Risco,0,-8.0416438,-34.8980743,False,1,0.0,0.0,13.0,URBANO,Baixa
8129202018,2018-10-22 10:01:00,10:01,"SOLICITANTE É SÍNDICA DO PRÉDIO E INFORMA QUE UM DOS ORADORES SE QUEIXOU DE QUE O SEU APARTAMENTO ESTÁ ""BALANÇANDO"" SOLICITA VISTORIA NA ESTRUTURA PARA DESCARTAR POSSÍVEIS PERIGOS.NENHUM DOS OUTROS MORADORES SE QUEIXOU DO PROBLEMA.",AFLITOS,AFLITOS,"AV CONS. ROSA E SILVA, 257",Imoveis com Danos/Risco,0,-8.0416438,-34.8980743,False,1,0.0,0.0,13.0,URBANO,Baixa
8058324118,2018-05-04 10:06:00,10:06,USUÁRIO INFORMA QUE AO LADO DE SUA CASA HÁ UM PRÉDIO ABANDONADO ONDE PEDAÇOS DO MESMO CAEM CONSTANTEMENTE EM SEU TELHADO.USUÁRIO TEME PELA ESTRUTURA DO PRÉDIO E DESEJA VISTORIA PARA AVALIAR O ROSCO QUE O MESMO REPRESENTA,AFLITOS,AFLITOS,"RUA CARNEIRO VILELA, 700",Imoveis com Danos/Risco,0,-8.0377887,-34.8981208,False,1,0.0,5.0,12.0,URBANO,Baixa
8070311517,2017-08-03 09:10:00,09:10,deseja vistoria em muro com risco de queda no prédio e pedestres  porem o terreno esta  abandonado,AFLITOS,AFLITOS,avenida santos Dumont  387,Muro com Danos,0,-8.0386188,-34.8989265,False,1,0.0,1.0,12.0,URBANO,Baixa
8038156817,2017-05-08 12:25:00,12:25,"DESEJA VISTORIA ,ARVORE CAIU EM CIMA DO PRÉDIO  DANIFICANDO IMÓVEL ,OCASIONOU RACHADURAS NO 2º ANDAR .urgência!",AFLITOS,AFLITOS,AV SANTOS DUMONT 429,Imoveis com Danos/Risco,0,-8.0371417,-34.89857848780741,False,1,4.4,16.0,9.0,URBANO,Baixa
8038156817,2017-05-08 12:25:00,12:25,"DESEJA VISTORIA ,ARVORE CAIU EM CIMA DO PRÉDIO  DANIFICANDO IMÓVEL ,OCASIONOU RACHADURAS NO 2º ANDAR .urgência!",AFLITOS,AFLITOS,AV SANTOS DUMONT 429,Tombamento de Arvores,0,-8.0371417,-34.89857848780741,False,1,4.4,16.0,9.0,URBANO,Baixa
8012686017,2017-02-14 11:50:00,11:50,PREDIO ABANDONADO COM MURO PRESTES A CAIR.,AFLITOS,AFLITOS,RUA TELIS JUNIOR,Muro com Danos,0,-8.0392007,-34.8967064,False,1,0.0,0.0,16.0,URBANO,Baixa
8046976216,2016-08-01 10:28:00,10:28,TESTE SOLICITADO POR SUPERVISORA RENATA MARIA.,AFLITOS,AFLITOS,RUA 01,Deslizamentos de Barreiras,1,-8.0389876,-34.895841,False,1,0.0,0.0,16.0,URBANO,Baixa
8017416216,2016-04-16 08:49:00,08:49,"edf. Montenegro esta rachado e  pode cair, uma parte do muro já caiu e está impedindo o acesso de dentro do prédio para moradores e carros.",AFLITOS,AFLITOS,av. santos dumont,Muro com Danos,0,-8.0386188,-34.8989265,False,1,27.6,107.0,12.0,URBANO,Baixa
8017416216,2016-04-16 08:49:00,08:49,"edf. Montenegro esta rachado e  pode cair, uma parte do muro já caiu e está impedindo o acesso de dentro do prédio para moradores e carros.",AFLITOS,AFLITOS,av. santos dumont,Desabamento Parcial Imoveis,0,-8.0386188,-34.8989265,False,1,27.6,107.0,12.0,URBANO,Baixa
8038244815,2015-12-15 09:51:00,09:51,USUÁRIA SOLICITA VISTORIA NA CAIXA D´ÁGUA DO ED. DO BLOCO B. A MESMA INFORMA QUE A CAIXA ESTA COM (RACHADURAS E VAZAMENTOS). A QUAL ESTA TRAZENDO RISCOS PARA OS MORADORES.,AFLITOS,AFLITOS,"AV. ROSA E SILVA, N 257.",Imoveis com Danos/Risco,0,-8.0392007,-34.8967064,False,1,1.0,2.0,16.0,URBANO,Baixa
8028708115,2015-09-15 11:51:00,11:51,"usuário informa que um vizinho esta fazendo um serviço no prédio , quebrando a parede , pede urgência de uma fiscalização",AFLITOS,AFLITOS,RUA   CARNEIRO VILELA n 343,Desabamento Parcial Imoveis,0,-8.0385466,-34.8967128,False,1,0.0,1.0,16.0,URBANO,Baixa
8001316515,2015-01-14 15:05:00,15:05,"USUÁRIO SOLICITA VISTORIA DE IMÓVEL, INFORMA QUE UM PEDAÇO DA VARANDO DO EDIFÍCIO DESABOU DO 10° ANDAR, O MESMO NÃO CAIU EM CIMA DE NENHUM CIDADÃO, SOLICITA URGÊNCIA.",AFLITOS,AFLITOS,"RUA DO FUTURO, N°897",Imoveis com Danos/Risco,0,-8.037962,-34.90298172173615,False,1,0.0,0.0,15.0,URBANO,Baixa
8016504914,2014-09-24 07:22:00,07:22,A USUÁRIA INFORMA QUE O PRÉDIO ESTAR COM RACHADURAS E CAINDO OS PEDAÇOS E COM FERROS EXPOSTO E COM FILTRAÇÃO DE ÁGUA.....,AFLITOS,AFLITOS,AV SANTOS DOMON Nº455,Imoveis com Danos/Risco,0,-8.0392007,-34.8967064,False,1,0.0,0.0,16.0,URBANO,Baixa
8079237922,2022-07-13 11:14:00,11:14,SOLICITA A VISTORIA POIS A CASA ESTA RACHADA E DISTANCIA MAIS DE UM DEDO,AFOGADOS,AFOGADOS,RUA SANTO CRISTO N. 40,Imoveis com Danos/Risco,0,-8.0820522,-34.9134524,False,1,0.2,6.6,7.0,URBANO,Baixa
8079225022,2022-07-13 10:58:00,10:58,solicita vistoria no imóvel. informa rachaduras onde é possível colocar um dedo. pede que entrem em contato para confirma hora e dia.,AFOGADOS,AFOGADOS,"rua santo cristo, 159",Imoveis com Danos/Risco,0,-8.0818659,-34.9121245,False,1,0.2,6.6,6.0,URBANO,Baixa
8079697022,2022-07-14 12:10:00,12:10,vistoria  usuária solicita vistoria no local na sua residência pois a mesma perdeu todos os moveis na chuva.,AFOGADOS,AFOGADOS,rua santa vitória 27,Alagamentos,0,-8.0845036,-34.9132087,False,1,0.3,1.4,6.0,URBANO,Baixa
8072282922,2022-06-27 15:37:00,15:37,SRA SOLICITA VISTORIA NA RESIDENCIA QUE ESTA ESTUFADA COM INFILTRAÇOES E AS PAREDES COM RISCO DE QUEDA,AFOGADOS,AFOGADOS,RUA ALEXANDRE RODRIGUES FERREIRA N151,Imoveis com Danos/Risco,0,-8.0804785,-34.9218262,False,1,0.6,1.5,7.0,HP,Baixa
8072937522,2022-06-28 15:11:00,15:11,USUÁRIA SOLICITA VISTORIA EM RESIDENCIA E INFORMA QUE ESTA COM VARIAS RACHADURAS E TETO CEDEU UM PEDACO.,AFOGADOS,AFOGADOS,RUA SANTA VITORIA N 385,Imoveis com Danos/Risco,0,-8.0845036,-34.9132087,False,1,0.3,1.7,6.0,URBANO,Baixa
8074423922,2022-06-30 15:38:00,15:38,"vistoria usuário solicita uma vistoria na residência dele, pois ele gostaria de saber se ele é possível ganhar o auxilio calamidade. pois com as fortes chuvas ele saiu do imóvel e quase perdeu tudo.",AFOGADOS,AFOGADOS,Carlos pena filho,Alagamentos,0,-8.0842305,-34.9175615,False,1,0.7,14.2,7.0,URBANO,Baixa
8074275022,2022-06-30 13:11:00,13:11,SOLICITA VISTORIA EM SUA CASA QUE FOI ATINGIDA PELA ULTIMA ENCHENTE. CASA ENCONTRA/SE COM RACHADURAS PARTE DO TETO DA COZINHA DESPENCOU. PEDEU ALGUNS MOVEIS NO LOCAL.,AFOGADOS,AFOGADOS,RUA SANTA VITORIA 50,Imoveis Alagados,0,-8.0843331,-34.9123633,False,1,0.4,14.2,6.0,URBANO,Baixa
8066902922,2022-06-13 12:46:00,12:46,SR SOLICITA VISTORIA NO MURO DA CAFEPETINHO QUE ESTA COM RISCO DE QUEDA,AFOGADOS,AFOGADOS,RUA VINTE E UM DE ABRIL SN,Muro com Danos,0,-8.077561,-34.90769,False,1,0.2,0.6,6.0,URBANO,Baixa
8063475222,2022-06-07 12:28:00,12:28,"USUÁRIO INFORMA QUE O TETO DE SUA CASA CAIU, VERIFICAR ESTRUTURA DA CASA SE HÁ CONDIÇÕES DE MORADIA",AFOGADOS,AFOGADOS,RUA COTUNGUBA N 189,Desabamento Parcial Imoveis,0,-8.0690397,-34.9075636,False,1,1.1,16.1,9.0,URBANO,Baixa
8071124022,2022-06-22 14:28:00,14:28,SOLICITA CANCELAMENTO DO PROTOCOLO: 8054746722 REFERENTE A VISTORIA,AFOGADOS,AFOGADOS,"rua coronel alfredo duarte, 402",Arvores em Risco,0,-8.0703812,-34.9112484,False,1,1.0,47.8,8.0,HP,Baixa
8068580922,2022-06-16 10:05:00,10:05,"INFORMA RACHADURAS NA CASA, SOLICITA VISTORIA.",AFOGADOS,AFOGADOS,"TRV SANTA HELENA, 40",Imoveis com Danos/Risco,0,-8.0847943,-34.9145237,False,1,0.4,6.0,6.0,URBANO,Baixa
8067655522,2022-06-14 16:00:00,16:00,USUARIO SOLICITA VISTORIA NA RESIDENCIA QUE FOI AFETADA PELAS CHUVAS,AFOGADOS,AFOGADOS,RUA DO ROSARIO N289,Imoveis com Danos/Risco,0,-8.0814222,-34.9101581,False,1,0.1,0.7,6.0,URBANO,Baixa
8071749022,2022-06-24 21:25:00,21:25,informa que telhado da residencia caiu,AFOGADOS,AFOGADOS,"rua vinte e um de abril, 111",Desabamento Parcial Imoveis,0,-8.077561,-34.90769,False,1,0.0,14.3,6.0,URBANO,Baixa
8052581022,2022-05-25 02:53:00,02:53,"A SOLICITANTE INFORMA QUE SUA CASA ESTA TOTALMENTE ALAGADA,FAVOR VERIFICAR COM URGENCIA.A MESMA INFORMA QUE LÁ FUNCIONA COMO ABRIGO PARA PESSOAS COM NECESSIDADES ESPECIAIS.",AFOGADOS,AFOGADOS,"RUA DANIEL ANTONIO RODRIGUES, N 224",Imoveis Alagados,0,-8.0828279,-34.9206044,False,1,0.9,20.7,7.0,URBANO,Baixa
8054746722,2022-05-26 18:38:00,18:38,"ususario informa que em sua residencia tem um pe grande de jambo, area nao é de barreirainforma que caiu parte do tronco (partiu no meio) essa parte que caiu, foi pra sua residencia, o mesmo pede que abra solicitacao pois informa que na visao dele em caso de queda da outra parte, pode cair por cima de pessoas passando, carro, entre outrosa parte que caiu pra sua residencia, nao gerou nenhum dano",AFOGADOS,AFOGADOS,"rua coronel alfredo duarte, 402",Arvores em Risco,0,-8.0703812,-34.9112484,False,1,0.0,8.2,8.0,HP,Baixa
8025326322,2022-03-16 08:15:00,08:15,"solicita vistoria no apartamento, informa que existe vazamento vindo dos apartamentos de cima",AFOGADOS,AFOGADOS,"rua carlos pena filho, 116",Imoveis com Danos/Risco,0,-8.0842305,-34.9175615,False,1,0.0,9.7,7.0,URBANO,Baixa
8010512022,2022-02-02 14:29:00,14:29,SOLICITA VISTORIA EM UM IMÓVEL COM O TELHADO COM RISCO DE QUEDA  E INFORMA QUE JÁ DEMOLIRAM IRREGULARMENTE O IMÓVEL,AFOGADOS,AFOGADOS,RUA VINTE E UM DE ABRIL 22,Imoveis com Danos/Risco,0,-8.077561,-34.90769,False,1,0.0,0.4,6.0,URBANO,Baixa
8102752021,2021-11-19 12:10:00,12:10,"USUÁRIA SOLICITA VISTORIA, INFORMA QUE ELA É DONA DE UMA ANTIGA CASA DE SHOW (1º ANDAR) QUE  ESTAVA  ALUGADA E O INQUILINO FEZ UMA REFORMA IRREGULAR  NO TÉRREO, MAS QUE SÓ É POSSÍVEL VISUALIZAR  DO 1ª ANDAR, E ESTÁ OFERECENDO ALTO RISCO DE MORTE.OBS: É NECESSÁRIO ENTRAR EM CONTATO COM A SOLICITANTE OU MANDAR ALGUMA MENSAGEM, POIS O LOCAL ESTÁ FECHADO.",AFOGADOS,AFOGADOS,"RUA ALEXANDRE SELVA, N 300 A",Imoveis com Danos/Risco,0,-8.0768958,-34.916043,False,1,0.3,5.2,8.0,URBANO,Baixa
8102740121,2021-11-19 11:46:00,11:46,"Usuária solicita vistoria em residência, primeiro andar, que teve uma construção irregular que esta com risco.",AFOGADOS,AFOGADOS,"Rua Vinte e um de Abril, n955",Imoveis com Danos/Risco,0,-8.077561,-34.90769,False,1,0.3,5.2,6.0,URBANO,Baixa
8101199521,2021-11-16 14:53:00,14:53,"SOLICITA VISTORIA POIS MURO ESTA COM RISCO DE QUEDA ,MURO TEM MAIS OU MENOS 1,90  E ESTA TODO RACHADO",AFOGADOS,AFOGADOS,RUA AUGUSTO CALHEIROS SN,Muro com Danos,0,-8.0801419,-34.9094964,False,1,0.2,2.3,8.0,URBANO,Baixa
8062519821,2021-07-15 22:18:00,22:18,"USUÁRIA INFORMA QUE O IRMÃO RETIROU UM PAINEL SOLAR QUE ESTAVA INSTALADO NA LAJE DELA ESTÁ INFILTRANDO E ALGUNS BLOCOS ESTÃO CAINDO, ELA SOLICITA UMA VISTORIA.",AFOGADOS,AFOGADOS,JUREMA N136,Imoveis com Danos/Risco,0,-8.0747978,-34.9135998,False,1,0.0,9.0,6.0,HP,Baixa
8053014421,2021-06-14 11:36:00,11:36,"USUÁRIO SOLICITA VISTORIA, INFORMA QUE A COLUNA DE SUA CASA ESTÁ RACHADA, ACREDITA QUE POR CONTA DE UMA GRANDE ARVORE EM FRENTE A SUA CASA.",AFOGADOS,AFOGADOS,"RUA DR ADELINO, N 113",Imoveis com Danos/Risco,0,-8.075886,-34.9084528,False,1,0.0,0.0,9.0,URBANO,Baixa
8044468621,2021-05-15 14:47:00,14:47,TETO DO SUPERMERCADO SOBERANO DESABOU ESTÁ ESTALANDO E CHEIO DE RACHADURAS. ESTÃO TENTANDO FAZER REPAROS COM GESSO NO LOCAL.,AFOGADOS,AFOGADOS,ESTRADA DOS REMEDIOS 105,Desabamento Parcial Imoveis,0,-8.0792704,-34.9069178,False,1,0.0,1.0,7.0,URBANO,Baixa
8031078021,2021-04-11 20:44:00,20:44,imovel em risco devido a alagamento (casa)entrou agua na residencia,AFOGADOS,AFOGADOS,"porto uniao, 2",Imoveis com Danos/Risco,0,-8.0823662,-34.9112067,False,1,0.4,146.0,6.0,URBANO,Baixa
8031078021,2021-04-11 20:44:00,20:44,imovel em risco devido a alagamento (casa)entrou agua na residencia,AFOGADOS,AFOGADOS,"porto uniao, 2",Alagamentos,0,-8.0823662,-34.9112067,False,1,0.4,146.0,6.0,URBANO,Baixa
8031078021,2021-04-11 20:44:00,20:44,imovel em risco devido a alagamento (casa)entrou agua na residencia,AFOGADOS,AFOGADOS,"porto uniao, 2",Imoveis Alagados,0,-8.0823662,-34.9112067,False,1,0.4,146.0,6.0,URBANO,Baixa
8031127021,2021-04-12 00:54:00,00:54,USUÁRIO INFORMA QUE CANAL TRANSBORDOU E INVADIU AS CASAS E SOLICITA VERIFICAÇÃO DA EQUIPE.,AFOGADOS,AFOGADOS,RUA COSME VIANA SN,Alagamentos,0,-8.0759805,-34.9090988,False,1,4.8,31.0,9.0,URBANO,Baixa
8025176321,2021-03-21 18:25:00,18:25,"USUÁRIO INFORMA QUE A LAJE DE UM PRÉDIO ABANDONADO DE PRIMEIRO ANDAR CAIU, E ESTÁ EM RISCO DE QUEDA TOTAL, ESSE PRÉDIO FICA AO LADO DA CAIXA ECONÔMICA ONDE TEM A CIRCULAÇÃO DE VÁRIAS PESSOAS, SOLICITA UMA VISTORIA URGENTE.",AFOGADOS,AFOGADOS,RUA DA PAZ N 215,Desabamento Parcial Imoveis,0,-8.0798375,-34.9046501,False,1,0.0,15.0,7.0,URBANO,Baixa
8000712921,2021-01-05 23:19:00,23:19,"O USUARIO INFORMA QUE O TETO DO PRIMEIRO ANDAR DO PREDIO DESABOU,FAVOR VERIFICAR COM URGENCIA.",AFOGADOS,AFOGADOS,"RUA SAO MIGUEL, N 455",Desabamento Parcial Imoveis,0,-8.0804106,-34.9108311,False,1,0.0,0.7,8.0,URBANO,Baixa
8003799821,2021-01-18 14:44:00,14:44,"USUÁRIA SOLICITA VISTORIA EM SUA RESIDÊNCIA, POIS ESTA APRESENTANDO VARIAS RACHADURAS, A MESMA TEME QUE TENHA RISCO DE DESABAR.",AFOGADOS,AFOGADOS,"RUA TURIAÇU, N140",Imoveis com Danos/Risco,0,-8.0828777,-34.9165223,False,1,0.0,3.9,6.0,URBANO,Baixa
8077745020,2020-11-05 10:04:00,10:04,"USUÁRIA INFORMA QUE  SUA  CASA TEM 1° ANDAR QUE AGORA ESTÃO CONSTRUINDO OUTRA CASA CIMA , E AGORA SUA CASA ESTA APRESENTADO MUITAS  RACHADURAS PELA CASA , CAINDO RESTO DE REBOCO E AGORA A MESMA NESSE MOMENTO ESTA ESTA NA RUA COM MEDO QUE VENHA DESABAR. PEDE URGÊNCIA DA EQUIPE NO LOCAL..",AFOGADOS,AFOGADOS,RUA ERNESTO CAVALCANTI N 46,Desabamento Parcial Imoveis,0,-8.074347,-34.9117383,False,1,0.0,0.0,7.0,HP,Baixa
8062560020,2020-09-02 09:30:00,09:30,"USUÁRIA ALERTA SOBRE ÁRVORE DE VIZINHO QUE APARENTA ESTAR MORRENDO, OFERECENDO RISCO DE QUEDA EM SUA CASA E CASA DO VIZINHO.",AFOGADOS,AFOGADOS,"CARVALHO DE MENDONÇA, 202",Arvores em Risco,0,-8.0786578,-34.9128323,False,1,0.0,6.0,7.0,URBANO,Baixa
8053757920,2020-07-23 14:36:00,14:36,SOLICITA VISTORIA EM SUA RESIDENCIA POIS O MESMO INFORMA QUE QUANDO PASSA VEÍCULOS PESADOS A ESTRUTURA DE SUA RESIDENCIA TREME A CASA INCLUSIVE ESTÁ COM UMA RACHADURA AO MEIO. DEVIDO AS VIBRAÇÕES.,AFOGADOS,AFOGADOS,RUA GENERAL CARLOS LIRA N108,Imoveis com Danos/Risco,0,-8.0784149,-34.9099175,False,1,0.0,8.0,7.0,URBANO,Baixa
8047225920,2020-06-16 23:50:00,23:50,USUÁRIO INFORMA QUER DEVIDO A RAIZ DE UMA ÁRVORE O MURO ESTÁ COM RISCO DE CAIR COM RACHADURA E INCLINADO.,AFOGADOS,AFOGADOS,RUA FRANCISCO SILVEIRA 51,Muro com Danos,0,-8.0829875,-34.9043109,False,1,,,7.0,URBANO,Baixa
